#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:08 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:08	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4/table7&-out=Name,Mod,Nc,Q,C,Fn,f1,mag1,q1,Re,n,f3,mag3,q3,hr3,mu03&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_219_4_table7:
#Name: J/ApJS/219/4/table7
#Title: *Parameters of final multicomponent decompositions
#Column	Name	(a10)	Galaxy name	[ucd=meta.id]
#Column	Mod	(a8)	Type of final decomposition model (1)	[ucd=meta.note]
#Column	Nc	(I1)	[1/4] Number of components in the model (1-4)	[ucd=meta.number]
#Column	Q	(I1)	[3/5] Quality flag, 5=most reliable (2)	[ucd=meta.code.qual]
#Column	C	(a7)	Phsical interpretation of the component (1)	[ucd=meta.id;stat.fit]
#Column	Fn	(A8)	The GALFIT function used for the component (sersic, edgedisk, expdisk, ferrer2 or psf)	[ucd=meta.id;stat.fit]
#Column	f1	(F6.3)	[0.006/1]? "sersic" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag1	(F6.3)	[7/19.4]? "sersic" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q1	(F6.3)	[0.1/1]? "sersic" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	Re	(F6.2)	[0.004/430]? "sersic" effective radius (R_e_)	[ucd=phys.angSize]
#Column	n	(F6.3)	[0.01/20]? "sersic" parameter n	[ucd=stat.fit.param]
#Column	f3	(F6.3)	[0.02/1]? "expdisk" fraction of the total model flux	[ucd=stat.fit.param]
#Column	mag3	(F6.3)	[6.5/18.1]? "expdisk" total 3.6um AB magnitude	[ucd=phot.mag;em.IR.3-4um]
#Column	q3	(F6.3)	[0.1/1]? "expdisk" axis ratio (3)	[ucd=phys.size.axisRatio]
#Column	hr3	(F6.2)	[0.7/332]? "expdisk" exponential scale length (h_r_)	[ucd=stat.fit.param]
#Column	mu03	(F6.3)	[16.4/25.3]? "expdisk" central surface face-on brightness ({mu}_0_)	[ucd=phot.mag.sb]
Name	Mod	Nc	Q	C	Fn	f1	mag1	q1	Re	n	f3	mag3	q3	hr3	mu03
NGC1047   	_ndd    	3	4	D      	sersic  	 0.477	14.077	 0.373	 23.33	 0.974	      	      	      	      	
NGC1047   	_ndd    	3	4	D      	expdisk 	      	      	      	      	      	 0.515	13.932	 0.743	 24.11	22.838
NGC1047   	_ndd    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1051   	_ndbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.971	12.947	 0.634	 17.44	21.150
NGC1051   	_ndbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1051   	_ndbar  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1052   	_bd     	2	4	B      	sersic  	 0.720	10.161	 0.646	 31.67	 7.511	      	      	      	      	
NGC1052   	_bd     	2	4	D      	expdisk 	      	      	      	      	      	 0.280	11.247	 0.794	 15.24	19.158
NGC1055   	_bz     	2	4	B      	sersic  	 0.711	 9.697	 0.378	116.84	 2.343	      	      	      	      	
NGC1055   	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1068   	_bdd    	3	4	B      	sersic  	 0.376	 8.931	 0.801	 11.87	 1.181	      	      	      	      	
NGC1068   	_bdd    	3	4	D      	expdisk 	      	      	      	      	      	 0.369	 8.953	 0.960	 19.11	17.355
NGC1068   	_bdd    	3	4	D      	expdisk 	      	      	      	      	      	 0.255	 9.205	 0.960	143.33	21.982
NGC1073   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.942	11.133	 0.838	 49.34	21.595
NGC1073   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1076   	_ddn    	3	5	D      	sersic  	 0.613	12.781	 0.483	 13.76	 1.169	      	      	      	      	
NGC1076   	_ddn    	3	5	D      	expdisk 	      	      	      	      	      	 0.380	13.296	 0.739	 19.02	21.687
NGC1076   	_ddn    	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1079   	_bdbarfn	4	5	B      	sersic  	 0.133	13.142	 0.678	  4.50	 1.227	      	      	      	      	
NGC1079   	_bdbarfn	4	5	D      	expdisk 	      	      	      	      	      	 0.738	11.276	 0.610	 22.78	20.059
NGC1079   	_bdbarfn	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1079   	_bdbarfn	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1084   	_bd     	2	5	B      	sersic  	 0.037	13.750	 0.737	  2.24	 1.214	      	      	      	      	
NGC1084   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.963	10.208	 0.542	 19.64	18.668
NGC1087   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.951	10.765	 0.636	 26.41	19.870
NGC1087   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1090   	_bd     	2	5	B      	sersic  	 0.057	14.714	 0.501	  5.48	 0.706	      	      	      	      	
NGC1090   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.943	11.671	 0.441	 25.38	20.689
NGC1097   	_ddbarf 	4	5	D      	sersic  	 0.225	10.242	 0.875	 12.35	 0.191	      	      	      	      	
NGC1097   	_ddbarf 	4	5	D      	expdisk 	      	      	      	      	      	 0.562	 9.251	 0.668	 81.90	20.813
NGC1097   	_ddbarf 	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1097   	_ddbarf 	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1110   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1140   	_bd     	2	5	B      	sersic  	 0.516	13.354	 0.456	  7.07	 1.399	      	      	      	      	
NGC1140   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.484	13.420	 0.449	 16.23	21.466
NGC1145   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1163   	_bz     	2	4	B      	sersic  	 0.391	12.720	 0.424	429.34	16.777	      	      	      	      	
NGC1163   	_bz     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1179   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.970	11.821	 0.825	 40.90	21.875
NGC1179   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1179   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1187   	_bdbarf 	3	5	B      	sersic  	 0.086	13.064	 0.757	  1.46	 2.079	      	      	      	      	
NGC1187   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.901	10.509	 0.737	 34.40	20.187
NGC1187   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1222   	_bd     	2	5	B      	sersic  	 0.666	12.460	 0.623	  5.01	 2.422	      	      	      	      	
NGC1222   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.334	13.209	 0.601	 14.91	21.072
NGC1232   	_bdbar  	3	5	B      	sersic  	 0.022	13.814	 0.459	  7.16	 1.280	      	      	      	      	
NGC1232   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.960	 9.728	 0.854	 51.74	20.293
NGC1232   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1249   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.894	11.939	 0.417	 33.68	21.571
NGC1249   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1249   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1253   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.992	11.594	 0.405	 27.77	20.807
NGC1253   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1255   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.974	11.001	 0.615	 36.11	20.785
NGC1255   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1258   	_dbarfn 	3	5	D      	expdisk 	      	      	      	      	      	 0.981	13.230	 0.732	 13.78	20.922
NGC1258   	_dbarfn 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1258   	_dbarfn 	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1291   	_bdbar  	3	5	B      	sersic  	 0.339	 9.112	 0.852	 22.46	 2.592	      	      	      	      	
NGC1291   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.504	 8.637	 0.992	141.06	21.379
NGC1291   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1292   	_bd     	2	5	B      	sersic  	 0.026	15.921	 0.561	  4.81	 0.553	      	      	      	      	
NGC1292   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.974	11.997	 0.444	 21.14	20.618
NGC1297   	_bd     	2	5	B      	sersic  	 0.446	12.297	 0.854	 20.14	 5.624	      	      	      	      	
NGC1297   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.554	12.105	 0.936	 19.89	20.593
NGC1299   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.984	12.572	 0.599	  7.69	18.997
NGC1299   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1300   	_bdbarf 	3	5	B      	sersic  	 0.073	12.800	 0.844	  4.34	 1.106	      	      	      	      	
NGC1300   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.866	10.084	 0.835	 62.32	21.053
NGC1300   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1302   	_nbdbar 	4	5	B      	sersic  	 0.393	11.241	 0.905	 18.01	 4.230	      	      	      	      	
NGC1302   	_nbdbar 	4	5	D      	expdisk 	      	      	      	      	      	 0.538	10.905	 0.963	 40.10	20.916
NGC1302   	_nbdbar 	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1302   	_nbdbar 	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1306   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.732	13.242	 0.927	  6.06	19.151
NGC1306   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1306   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1309   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.929	11.463	 0.953	 13.72	19.145
NGC1309   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1309   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1310   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.976	12.277	 0.825	 15.40	20.210
NGC1310   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1310   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1311   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1313   	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.917	 9.483	 0.891	 79.84	20.990
NGC1313   	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1313   	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1316C  	_dbarn  	3	5	D      	expdisk 	      	      	      	      	      	 0.772	13.683	 0.482	 10.48	20.780
NGC1316C  	_dbarn  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1316C  	_dbarn  	3	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1325   	_bd     	2	5	B      	sersic  	 0.018	15.510	 0.667	  3.65	 1.342	      	      	      	      	
NGC1325   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.982	11.172	 0.345	 33.82	20.813
NGC1325A  	_bd     	2	5	B      	sersic  	 0.018	17.169	 0.862	  2.95	 1.137	      	      	      	      	
NGC1325A  	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.982	12.838	 0.945	 18.93	21.219
NGC1326   	_bdbar  	3	5	B      	sersic  	 0.318	11.224	 0.778	  6.00	 1.167	      	      	      	      	
NGC1326   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.499	10.733	 0.797	 37.49	20.598
NGC1326   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1326A  	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.979	13.880	 0.765	 20.32	22.415
NGC1326A  	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1326B  	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1332   	_b      	1	5	B      	sersic  	 1.000	 9.535	 0.456	 42.92	 4.052	      	      	      	      	
NGC1337   	_bd     	2	5	B      	sersic  	 0.079	14.363	 0.569	 17.64	 1.101	      	      	      	      	
NGC1337   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.921	11.693	 0.245	 42.40	21.825
NGC1338   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.925	12.507	 0.866	 10.95	19.699
NGC1338   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1339   	_b      	1	5	B      	sersic  	 1.000	11.087	 0.700	 22.34	 5.734	      	      	      	      	
NGC1341   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.859	12.297	 0.960	 11.08	19.515
NGC1341   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1345   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.785	13.696	 0.846	 11.09	20.915
NGC1345   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1347   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	13.368	 0.910	 13.26	20.975
NGC1350   	_bdbarfn	4	5	B      	sersic  	 0.160	11.744	 0.670	  7.86	 1.300	      	      	      	      	
NGC1350   	_bdbarfn	4	5	D      	expdisk 	      	      	      	      	      	 0.734	10.091	 0.527	 51.06	20.627
NGC1350   	_bdbarfn	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1350   	_bdbarfn	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1351A  	_zn     	2	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1351A  	_zn     	2	4	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1353   	_bdbarf 	3	5	B      	sersic  	 0.066	13.572	 0.421	  2.61	 0.871	      	      	      	      	
NGC1353   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.911	10.723	 0.419	 26.48	19.833
NGC1353   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1357   	_bdd    	3	5	B      	sersic  	 0.161	12.606	 0.803	  8.37	 4.101	      	      	      	      	
NGC1357   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.429	11.513	 0.790	 47.22	21.879
NGC1357   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.411	11.589	 0.790	 20.25	20.117
NGC1359   	_dbar   	2	4	D      	expdisk 	      	      	      	      	      	 0.861	12.899	 0.806	 23.35	21.736
NGC1359   	_dbar   	2	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1365   	_bdbarfn	4	5	B      	sersic  	 0.250	10.204	 0.577	 12.64	 0.857	      	      	      	      	
NGC1365   	_bdbarfn	4	5	D      	expdisk 	      	      	      	      	      	 0.538	 9.366	 0.588	 95.05	21.251
NGC1365   	_bdbarfn	4	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1365   	_bdbarfn	4	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1366   	_bz     	2	5	B      	sersic  	 0.699	11.937	 0.606	  7.51	 1.244	      	      	      	      	
NGC1366   	_bz     	2	5	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1367   	_bdbar  	3	5	B      	sersic  	 0.138	12.382	 0.713	  7.00	 2.733	      	      	      	      	
NGC1367   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.803	10.472	 0.688	 34.68	20.168
NGC1367   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1385   	_ddbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.683	11.083	 0.656	 28.70	20.367
NGC1385   	_ddbar  	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1385   	_ddbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1386   	_bdbar  	3	5	B      	sersic  	 0.363	11.598	 0.597	  4.65	10.503	      	      	      	      	
NGC1386   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.582	11.118	 0.404	 20.13	19.633
NGC1386   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1389   	_bdbar  	3	5	B      	sersic  	 0.761	11.332	 0.600	 20.95	 4.599	      	      	      	      	
NGC1389   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.134	13.236	 0.550	 19.90	21.725
NGC1389   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1390   	_d      	1	5	D      	expdisk 	      	      	      	      	      	 1.000	14.019	 0.497	  6.25	19.992
NGC1398   	_bdbarf 	3	5	B      	sersic  	 0.195	10.819	 0.882	  9.60	 2.233	      	      	      	      	
NGC1398   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.694	 9.445	 0.741	 54.64	20.128
NGC1398   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1406   	_bd     	2	5	B      	sersic  	 0.052	14.009	 0.194	  2.96	 0.355	      	      	      	      	
NGC1406   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.948	10.854	 0.203	 23.60	19.714
NGC1411   	_bd     	2	5	B      	sersic  	 0.417	11.690	 0.834	  5.45	 3.546	      	      	      	      	
NGC1411   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.583	11.328	 0.755	 17.30	19.514
NGC1414   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.946	14.311	 0.266	 12.10	21.720
NGC1414   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1415   	_bdbar  	4	4	B      	sersic  	 0.174	12.598	 0.506	  4.98	 1.246	      	      	      	      	
NGC1415   	_bdbar  	4	4	D      	expdisk 	      	      	      	      	      	 0.132	12.685	 0.403	109.24	24.872
NGC1415   	_bdbar  	4	4	D      	expdisk 	      	      	      	      	      	 0.557	11.333	 0.403	 23.49	20.183
NGC1415   	_bdbar  	4	4	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1421   	_dn     	2	3	D      	expdisk 	      	      	      	      	      	 0.954	10.832	 0.176	 39.59	20.815
NGC1421   	_dn     	2	3	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1422   	_z      	1	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1425   	_bdd    	3	5	B      	sersic  	 0.049	13.953	 0.676	  1.81	 2.278	      	      	      	      	
NGC1425   	_bdd    	3	5	D      	sersic  	 0.164	12.647	 0.603	 18.67	 0.967	      	      	      	      	
NGC1425   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.787	10.949	 0.442	 39.46	20.925
NGC1427A  	_dd     	2	4	D      	sersic  	 0.356	14.388	 0.416	 46.68	 0.330	      	      	      	      	
NGC1427A  	_dd     	2	4	D      	expdisk 	      	      	      	      	      	 0.644	13.715	 0.739	 35.69	23.473
NGC1433   	_bdbarf 	3	5	B      	sersic  	 0.140	11.547	 0.761	  6.68	 1.379	      	      	      	      	
NGC1433   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.746	 9.703	 0.860	 63.92	20.727
NGC1433   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1436   	_bdd    	3	5	B      	sersic  	 0.031	15.015	 0.697	  5.18	 1.131	      	      	      	      	
NGC1436   	_bdd    	3	5	D      	expdisk 	      	      	      	      	      	 0.522	11.943	 0.706	 36.83	21.769
NGC1436   	_bdd    	3	5	D      	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1437B  	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.750	13.212	 0.404	 22.23	21.942
NGC1437B  	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1438   	_bdbarf 	3	5	B      	sersic  	 0.044	15.365	 0.628	  1.54	 1.234	      	      	      	      	
NGC1438   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.948	12.032	 0.478	 18.74	20.392
NGC1438   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1448   	_dn     	2	5	D      	expdisk 	      	      	      	      	      	 0.990	10.087	 0.192	 31.79	19.594
NGC1448   	_dn     	2	5	N      	psf     	      	      	      	      	      	      	      	      	      	
NGC1452   	_bdbarf 	3	5	B      	sersic  	 0.201	12.813	 0.865	  4.54	 1.578	      	      	      	      	
NGC1452   	_bdbarf 	3	5	D      	expdisk 	      	      	      	      	      	 0.603	11.612	 0.598	 30.60	21.036
NGC1452   	_bdbarf 	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1461   	_bdbar  	3	5	B      	sersic  	 0.224	12.566	 0.651	  4.27	 2.325	      	      	      	      	
NGC1461   	_bdbar  	3	5	D      	expdisk 	      	      	      	      	      	 0.661	11.389	 0.329	 21.95	20.091
NGC1461   	_bdbar  	3	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1473   	_dbarf  	2	5	D      	expdisk 	      	      	      	      	      	 0.980	13.027	 0.644	 14.24	20.790
NGC1473   	_dbarf  	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1476   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.661	14.234	 0.402	 15.07	22.120
NGC1476   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1482   	_bd     	2	5	B      	sersic  	 0.695	10.971	 0.333	  6.25	 1.186	      	      	      	      	
NGC1482   	_bd     	2	5	D      	expdisk 	      	      	      	      	      	 0.305	11.865	 0.571	 14.85	19.719
NGC1483   	_dbar   	2	5	D      	expdisk 	      	      	      	      	      	 0.913	12.840	 0.809	 15.24	20.750
NGC1483   	_dbar   	2	5	BAR    	ferrer2 	      	      	      	      	      	      	      	      	      	
NGC1484   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1484   	_zzn    	3	4	Z      	edgedisk	      	      	      	      	      	      	      	      	      	
NGC1484   	_zzn    	3	4	N      	psf     	      	      	      	      	      	      	      	      	      	
