#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:23:26 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:23:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/PASP/122/1397/s4g&-out=Name,RAJ2000,DEJ2000,amaj,ell,[3.6],M3.6,logM*,Dmean,TT,Vr&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61221397
#Name: J/PASP/122/1397
#Title: Spitzer Survey of Stellar Structure in Galaxies (Sheth+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/pasp/122/1397	    IVOID of underlying data collection
#INFO	creator=Sheth K.	    First author or institution
#INFO	cites=bibcode:2010PASP..122.1397S	    Article or Data origin sources
#INFO	journal=PASP	    Journal name
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/122/1397	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61221397	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_122_1397_s4g:
#Name: J/PASP/122/1397/s4g
#Title: S^4^G catalog Version 2 (2013-09)
#Column	Name	(a10)	Galaxy name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	amaj	(F5.1)	? Semi-major axis at level {mu}(3.6um)=25.5mag(AB)/arcsec^2^	[ucd=phys.angSize.smajAxis]
#Column	ell	(F6.3)	[0/1]? Ellipticity (1-b/a)	[ucd=src.ellipticity]
#Column	[3.6]	(F6.3)	? Spitzer/IRAC 3.6um asymptotic magnitude (AB)	[ucd=phot.mag;em.IR.3-4um]
#Column	M3.6	(F7.3)	? Absolute magnitude at 3.6um	[ucd=phys.magAbs;em.IR.3-4um]
#Column	logM*	(F6.3)	? Stellar mass	[ucd=phys.mass]
#Column	Dmean	(F7.3)	? Mean redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	TT	(F4.1)	? Morphological type code	[ucd=meta.code;src.morph.type]
#Column	Vr	(F7.1)	? Heliocentric radial velocity from radio measurement	[ucd=spect.dopplerVeloc;pos.heliocentric]
Name	RAJ2000	DEJ2000	amaj	ell	[3.6]	M3.6	logM*	Dmean	TT	Vr
NGC1042   	040.09982	-08.43352	159.4	 0.212	11.133	-18.740	 9.603	  9.431	 6.0	 1370.6
NGC1047   	040.13673	-08.14768	 56.1	 0.247	13.573	-17.757	 9.275	       	-0.5	 1340.0
NGC1051   	040.26039	-06.93583	 79.8	 0.397	13.075	-17.931	 9.269	 15.900	 8.8	 1296.2
NGC1052   	040.27003	-08.25580	163.8	 0.248	10.042	-21.406	10.705	 19.482	-4.7	 1471.6
NGC1055   	040.43815	+00.44387	276.6	 0.429	 9.489	-21.615	10.739	 16.630	 3.1	  994.3
NGC1068   	040.66962	-00.01331	287.8	 0.002	 7.949	-22.703	10.861	 13.500	 3.0	 1141.2
NGC1073   	040.91883	+01.37610	152.1	 0.111	11.287	-19.623	 9.972	 15.200	 5.3	 1208.4
NGC1076   	040.87176	-14.75421	 63.2	 0.248	12.374	-19.822	10.017	       	 0.2	 2102.9
NGC1079   	040.93471	-29.00327	135.4	 0.375	11.005	-21.074	10.578	 26.050	 0.6	 1433.0
NGC1084   	041.49954	-07.57847	124.8	 0.238	10.223	-21.411	10.619	 21.225	 4.9	 1409.0
NGC1087   	041.60510	-00.49884	127.1	 0.366	10.847	-20.370	10.228	 17.512	 5.2	 1519.2
NGC1090   	041.64131	-00.24714	122.0	 0.562	11.705	-20.843	10.481	 32.324	 3.8	 2757.8
NGC1097   	041.57894	-30.27472	362.4	 0.368	 8.702	-22.807	11.240	 20.038	 3.3	 1271.2
IC2627    	167.47243	-23.72592	 96.4	 0.113	11.520	-19.814	10.062	 18.480	 4.6	 2089.8
IC2763    	170.57685	+13.06513	 49.0	 0.721	14.811	-17.007	 8.907	       	 6.0	 1573.1
IC2764    	171.77102	-28.98017	 83.0	 0.156	11.880	-19.800	10.087	       	-0.1	 1672.9
IC2828    	171.79563	+08.73107	 31.6	 0.368	14.830	-16.091	 8.503	       	 3.6	 1043.5
IC2963    	177.35236	-05.11842	 60.8	 0.684	13.649	-18.192	 9.396	       	-0.9	 1673.0
IC2969    	178.13040	-03.87235	 43.9	 0.311	13.457	-18.739	 9.606	 27.500	 3.9	 1582.0
IC2995    	181.44573	-27.94027	112.7	 0.703	12.320	-19.291	 9.826	 21.000	 5.5	 1847.7
IC2996    	181.45247	-29.97231	 67.9	 0.723	13.559	-18.869	 9.661	 30.587	 3.5	 2256.0
IC3005    	181.80922	-30.02467	 79.9	 0.699	12.311	-19.815	10.013	 26.629	 5.6	 1721.4
IC3021    	182.47747	+13.05008	 34.0	 0.284	15.206	-17.627	 9.182	       	 9.0	 2533.2
IC3023    	182.50738	+14.36680	 28.4	 0.343	16.194	-14.349	 7.794	       	 9.7	  819.6
IC3033    	182.79156	+13.58759	 35.6	 0.419	15.206	-16.106	 8.587	 18.300	 7.7	  264.7
IC3044    	183.20217	+13.97630	 71.5	 0.640	14.217	-17.022	 9.005	 17.700	 6.0	 -183.8
IC3059    	183.72953	+13.46079	 52.1	 0.293	14.634	-13.826	 7.722	       	 9.8	  259.6
IC3061    	183.76867	+14.02914	 71.2	 0.761	13.243	-19.955	10.108	 43.600	 5.2	 2316.1
IC3099    	184.28839	+12.45396	 60.7	 0.770	14.255	-18.552	 9.541	 36.417	 6.1	 2131.2
IC3102    	184.35763	+06.69009	105.9	 0.408	11.727	-20.574	10.394	 28.850	-0.9	 2238.4
IC3105    	184.39071	+12.38792	 52.4	 0.689	15.253	-15.493	 8.265	 14.100	 9.8	 -164.0
IC3115    	184.49950	+06.65428	 64.0	 0.096	13.613	-17.818	 9.290	 19.333	 5.5	  732.7
IC3155    	184.93883	+06.00588	 58.6	 0.208	13.410	-19.142	 9.858	       	-2.0	 2292.0
IC3215    	185.54425	+26.05187	 66.9	 0.728	15.133	-15.946	 8.513	       	 8.0	 1018.8
IC3229    	185.71981	+06.67971	 39.8	 0.635	14.931	-16.839	 8.873	       	 4.0	 1539.4
IC3247    	185.80815	+28.89354	 74.0	 0.833	14.456	-17.540	 9.147	 25.071	 6.5	  570.4
IC3258    	185.93534	+12.47838	 74.5	 0.409	13.866	-16.986	 8.910	 14.800	 9.7	 -430.5
IC3259    	185.95201	+07.18687	 68.6	 0.486	13.422	-18.215	 9.428	 21.250	 7.9	 1420.8
IC3267    	186.02300	+07.04130	 55.7	 0.073	13.400	-17.909	 9.384	       	 5.9	 1232.4
IC3268    	186.03186	+06.60700	 55.8	 0.173	13.551	-18.141	 9.396	 21.800	10.0	  727.0
IC3298    	186.26573	+17.01570	 41.2	 0.659	14.769	-18.001	 9.315	       	 5.2	 2434.0
IC3311    	186.38782	+12.26067	 65.6	 0.749	13.986	-17.642	 9.181	 21.167	 7.4	 -141.2
IC3322    	186.47566	+07.55511	 84.0	 0.683	13.085	-18.698	 9.594	 22.729	 6.3	 1200.6
NGC3389   	162.11624	+12.53325	 98.6	 0.530	11.867	-19.773	10.022	 21.286	 5.3	 1303.0
NGC3395   	162.45891	+32.98295	 76.0	 0.301	12.153	-19.901	10.066	 25.760	 5.8	 1620.3
NGC3396   	162.47999	+32.99068	139.7	 0.668	12.367	-19.614	 9.939	 24.900	 9.4	 1622.4
NGC3403   	163.47866	+73.69034	106.0	 0.607	12.160	-19.981	10.140	 26.800	 4.0	 1262.2
NGC3413   	162.83640	+32.76614	 53.9	 0.330	13.081	-17.967	 9.301	 16.200	-1.5	  645.0
NGC3414   	162.81757	+27.97510	146.6	 0.132	10.566	-21.748	10.759	 29.025	-2.0	 1414.0
NGC3423   	162.80967	+05.84010	124.6	 0.120	11.197	-18.990	 9.706	 10.900	 6.0	 1011.1
NGC3424   	162.94289	+32.90077	102.4	 0.665	11.418	-20.910	10.434	 29.225	 3.1	 1505.3
NGC3430   	163.04747	+32.95043	105.1	 0.381	11.334	-20.990	10.519	 29.167	 5.1	 1583.7
NGC3432   	163.12894	+36.61843	236.1	 0.782	11.527	-19.032	 9.681	 12.933	 8.9	  613.4
NGC3433   	163.01604	+10.14836	 91.4	 0.129	12.049	-20.934	10.537	 39.500	 5.3	 2720.0
NGC3437   	163.14905	+22.93417	 79.2	 0.533	11.264	-20.707	10.377	 24.785	 5.3	 1279.3
NGC3440   	163.45628	+57.11866	 55.5	 0.584	14.044	-19.114	 9.755	 42.800	 3.0	 1908.9
NGC3443   	163.25023	+17.57388	 77.1	 0.507	14.023	-17.717	 9.232	 22.283	 6.6	 1132.0
NGC3445   	163.64811	+56.99082	 56.6	 0.093	12.871	-18.890	 9.653	 22.500	 8.9	 2006.9
NGC3447   	163.34977	+16.77335	103.6	 0.441	13.397	-18.119	 9.433	 20.100	 8.8	 1069.5
NGC3447A  	163.37423	+16.78536	 61.6	 0.731	15.887	-15.198	 8.224	       	 9.9	 1095.5
NGC3448   	163.66270	+54.30552	100.6	 0.619	11.886	-20.060	10.107	 24.500	 1.8	 1378.8
NGC3454   	163.62275	+17.34374	 96.4	 0.785	12.861	-19.261	 9.832	 26.580	 5.5	 1109.3
NGC3455   	163.62952	+17.28472	 75.7	 0.476	12.867	-19.446	 9.890	 29.014	 3.1	 1105.4
NGC3468   	164.37995	+40.94616	 79.9	 0.391	12.465	-22.720	11.280	       	-2.0	
ESO581-025	228.37885	-20.67489	109.7	 0.667	11.566	-20.815	10.401	 29.933	 6.9	 2270.4
ESO582-004	230.19153	-18.34901	 51.2	 0.433	14.376	-18.068	 9.412	 30.817	 5.0	 2215.0
ESO601-007	330.59029	-21.04117	 54.1	 0.702	14.896	-16.599	 8.762	 19.900	 8.2	 1789.2
ESO601-025	332.55210	-18.86445	 68.0	 0.638	14.475	-17.579	 9.242	 25.750	 8.6	 1727.8
NGC3368   	161.69035	+11.81997	345.5	 0.406	 8.830	-21.348	10.725	 10.856	 2.2	  891.7
NGC3370   	161.76698	+17.27373	 91.1	 0.451	11.747	-20.442	10.280	 27.412	 5.1	 1281.1
NGC3377A  	161.84295	+14.06938	 66.4	 0.051	13.992	-15.300	 8.281	  7.215	 8.9	  573.0
NGC3380   	162.05077	+28.60190	 56.9	 0.033	12.428	-19.497	 9.961	       	 1.0	 1604.0
NGC3381   	162.10365	+34.71141	 69.7	 0.132	12.553	-19.446	 9.892	       	 3.2	 1629.3
NGC3504   	165.79679	+27.97265	106.0	 0.066	10.568	-20.942	10.404	 20.050	 2.1	 1539.4
NGC3507   	165.85572	+18.13550	114.0	 0.075	11.080	-19.914	10.127	 15.800	 3.1	  979.1
NGC3510   	165.93090	+28.88713	107.5	 0.781	13.323	-17.420	 9.081	 14.080	 8.6	  704.1
NGC3511   	165.84921	-23.08670	204.0	 0.634	10.555	-20.218	10.194	 14.277	 5.1	 1106.3
NGC3512   	166.01229	+28.03683	 54.2	 0.144	12.185	-19.805	10.089	 25.000	 5.1	 1371.9
NGC3513   	165.94222	-23.24562	 98.9	 0.185	11.662	-18.933	 9.710	 13.153	 5.1	 1195.1
NGC3521   	166.45241	-00.03594	411.3	 0.434	 8.202	-22.208	11.030	 12.078	 4.0	  800.4
NGC3522   	166.66862	+20.08558	 71.2	 0.500	12.855	-19.177	 9.849	 25.500	-4.9	 1221.0
NGC3526   	166.73651	+07.17414	108.0	 0.793	13.253	-19.462	 9.896	 34.914	 5.2	 1417.3
NGC3547   	167.48306	+10.72093	 59.2	 0.514	12.874	-19.288	 9.819	 27.067	 3.1	 1584.0
NGC3549   	167.73703	+53.38777	 96.9	 0.606	11.706	-21.339	10.675	 40.638	 5.1	 2856.5
NGC3556   	167.87910	+55.67401	261.1	 0.638	 9.480	-21.300	10.616	 14.320	 6.0	  697.1
NGC3583   	168.54554	+48.31862	 91.8	 0.258	10.966	-21.477	10.718	 30.800	 3.1	 2139.2
NGC3589   	168.80678	+60.70102	 49.3	 0.454	14.408	-18.044	 9.366	       	 7.0	 1969.0
NGC3592   	168.61374	+17.25999	 73.1	 0.714	13.324	-18.796	 9.672	 26.557	 5.3	 1301.6
NGC3593   	168.65408	+12.81815	181.1	 0.499	 9.992	-18.710	 9.600	  5.500	-0.4	  629.3
NGC3596   	168.77582	+14.78706	112.4	 0.076	11.164	-19.781	10.032	 15.450	 5.2	 1192.5
NGC3599   	168.86233	+18.11037	 96.3	 0.121	11.812	-19.656	10.036	 19.657	-2.0	
NGC3600   	168.96683	+41.59180	 82.7	 0.625	12.858	-18.294	 9.428	 17.000	 1.0	  719.0
NGC3608   	169.24566	+18.14869	170.6	 0.212	10.550	-21.375	10.792	 24.270	-4.8	 1108.0
NGC3611   	169.37572	+04.55558	 77.0	 0.300	11.790	-20.822	10.462	 33.300	 1.0	 1577.2
NGC3614   	169.58894	+45.74820	112.2	 0.414	12.197	-20.790	10.457	 39.567	 5.2	 2330.4
NGC3619   	169.84004	+57.75784	140.4	 0.169	11.158	-21.070	10.597	 27.900	-0.9	 1540.2
NGC3384   	162.07045	+12.62957	252.2	 0.567	 9.584	-20.736	10.493	 11.586	-2.7	
NGC1553   	064.04363	-55.78002	377.9	 0.067	 8.651	-22.242	11.137	 15.082	-2.3	 1080.0
NGC1556   	064.43669	-50.16444	 45.9	 0.504	13.333	-18.025	 9.299	 18.690	 2.6	  985.3
NGC1559   	064.39890	-62.78358	143.7	 0.409	10.215	-20.762	10.390	 15.681	 5.9	 1295.1
NGC1566   	065.00156	-54.93800	263.1	 0.146	 9.320	-21.117	10.584	 12.234	 4.0	 1502.4
NGC1592   	067.42016	-27.40869	 63.1	 0.601	14.318	-15.766	 8.335	       	 7.6	  944.9
NGC1596   	066.90866	-55.02780	164.1	 0.627	10.748	-20.221	10.250	 15.625	-2.0	 1510.0
NGC1602   	066.97905	-55.05777	 72.0	 0.335	13.519	-17.783	 9.192	       	 9.5	 1568.7
NGC1637   	070.36743	-02.85796	156.7	 0.277	10.561	-19.587	 9.990	 10.703	 5.0	  715.2
NGC1640   	070.56042	-20.43482	 97.6	 0.119	11.372	-20.033	10.181	 19.100	 3.0	 1602.9
NGC1672   	071.42701	-59.24728	235.4	 0.074	 9.355	-21.452	10.661	 14.500	 3.3	 1335.2
NGC1679   	072.47920	-31.96552	102.6	 0.242	11.954	-18.570	 9.537	 12.729	 9.4	 1052.8
NGC1688   	072.09888	-59.80027	 97.9	 0.348	11.976	-18.969	 9.684	 15.450	 6.2	 1228.0
NGC1703   	073.21712	-59.74233	 97.8	 0.088	11.541	-19.662	 9.985	 17.400	 3.2	 1526.0
NGC1705   	073.55597	-53.36099	 64.9	 0.323	13.064	-15.584	 8.301	  5.367	-2.9	  630.7
NGC1744   	074.99220	-26.02809	215.0	 0.645	11.768	-18.410	 9.396	 10.853	 6.7	  740.6
NGC1792   	076.30999	-37.98058	186.5	 0.444	 9.437	-21.166	10.571	 13.200	 4.0	 1210.0
NGC1800   	076.60680	-31.95408	 78.1	 0.458	12.811	-16.535	 8.740	  7.400	 8.0	  808.2
NGC1808   	076.92638	-37.51284	269.6	 0.300	 8.975	-21.338	10.615	 11.550	 1.2	 1000.5
NGC1809   	075.52059	-69.56798	162.9	 0.694	12.349	-18.488	 9.504	 14.700	 5.0	 1301.4
NGC1824   	076.73416	-59.72752	110.9	 0.736	13.140	-17.557	 9.081	 13.783	 8.9	 1246.5
NGC1827   	077.51910	-36.96038	103.8	 0.725	12.637	-17.686	 9.183	 11.600	 5.9	 1038.7
NGC1853   	078.06842	-57.39910	 66.7	 0.616	12.924	-19.191	 9.773	 26.480	 7.1	 1409.6
NGC1879   	079.95059	-32.14293	 81.9	 0.278	13.188	-18.428	 9.461	 21.050	 8.6	 1241.1
NGC1892   	079.28754	-64.95968	 94.4	 0.564	12.213	-18.926	 9.635	 16.900	 5.6	 1358.7
NGC2101   	086.60085	-52.08862	 64.1	 0.370	13.774	-16.845	 8.967	 13.300	 9.9	 1192.6
NGC2104   	086.76889	-51.55258	 68.8	 0.538	13.220	-17.530	 9.137	 14.125	 8.7	 1162.1
NGC2320   	106.42506	+50.58106	119.8	 0.284	11.464	-23.017	11.401	 78.750	-4.8	
NGC2460   	119.21797	+60.34939	127.9	 0.377	11.107	-21.412	10.738	 31.900	 1.9	 1450.5
NGC3246   	156.67425	+03.86197	 74.8	 0.489	13.273	-19.365	 9.880	 33.700	 7.9	 2149.8
NGC3248   	156.93931	+22.84716	 92.8	 0.367	12.110	-19.680	10.066	       	-2.0	
NGC3252   	158.59671	+73.76494	 78.1	 0.639	12.620	-19.453	 9.900	 25.980	 7.4	 1138.2
NGC3254   	157.33313	+29.49172	139.7	 0.670	11.520	-21.016	10.575	 32.154	 4.0	 1364.5
NGC3259   	158.14520	+65.04113	 62.1	 0.398	12.614	-20.068	10.155	 34.382	 3.7	 1676.4
NGC3264   	158.08275	+56.08341	 81.4	 0.554	13.860	-17.722	 9.162	 20.720	 7.9	  939.8
NGC3266   	158.32332	+64.74944	 54.1	 0.124	12.425	-19.811	10.115	       	-1.9	
NGC3274   	158.07195	+27.66875	 62.1	 0.464	13.252	-17.339	 9.056	 13.129	 6.6	  537.5
NGC3277   	158.23105	+28.51181	107.0	 0.220	11.460	-20.530	10.375	 25.000	 1.9	 1416.5
NGC3279   	158.67801	+11.19733	 89.1	 0.759	11.852	-20.973	10.502	 36.718	 6.4	 1391.0
NGC3287   	158.69703	+21.64815	 91.3	 0.592	12.282	-19.440	 9.884	 22.100	 7.6	 1304.7
NGC3294   	159.06778	+37.32479	122.1	 0.466	10.829	-21.544	10.744	 29.829	 5.1	 1573.0
NGC3299   	159.09935	+12.70762	 80.9	 0.220	12.945	-15.717	 8.447	  5.400	 8.0	  601.5
NGC3301   	159.23350	+21.88213	126.2	 0.684	11.143	-20.694	10.449	 23.300	-0.3	 1344.8
NGC3306   	159.29261	+12.65260	 37.3	 0.229	12.747	-20.754	10.393	 50.143	 7.8	 2888.2
NGC3310   	159.69103	+53.50340	112.2	 0.046	10.700	-20.588	10.319	 18.100	 4.0	  991.2
NGC3319   	159.78930	+41.68681	181.0	 0.434	11.841	-19.246	 9.730	 16.497	 6.0	  741.7
NGC3320   	159.90192	+47.39797	 72.9	 0.550	12.509	-20.306	10.246	 36.563	 5.8	 2330.7
NGC3321   	159.71090	-11.64869	 89.1	 0.519	13.014	-20.230	10.236	 44.525	 5.1	 2488.8
NGC3329   	161.16379	+76.80953	 83.7	 0.309	11.914	-20.493	10.349	 30.300	 2.9	 1892.0
NGC3338   	160.53154	+13.74685	156.5	 0.492	10.868	-21.103	10.571	 24.785	 5.1	 1299.3
NGC3344   	160.87969	+24.92242	186.9	 0.100	10.018	-18.909	 9.740	  6.100	 4.0	  583.3
NGC3346   	160.91248	+14.87190	 96.9	 0.159	11.707	-20.044	10.157	 22.400	 5.9	 1258.8
NGC3351   	160.99062	+11.70366	253.3	 0.261	 9.200	-20.825	10.486	 10.113	 3.1	  777.6
NGC3353   	161.34330	+55.96055	 48.2	 0.282	12.884	-18.503	 9.419	 18.940	 3.4	  942.1
IC5078    	315.63015	-16.81816	113.6	 0.675	12.258	-19.403	 9.908	 21.488	 5.0	 1473.7
IC5105B   	321.50089	-40.83479	 47.7	 0.396	12.658	-19.372	 9.867	 25.470	 2.1	 2249.0
IC5152    	330.66996	-51.29640	166.7	 0.223	10.918	-15.305	 8.212	  1.756	 9.7	  124.3
IC5156    	330.81185	-33.83829	 76.2	 0.434	11.683	-21.103	10.589	 36.080	 2.2	 2755.0
IC5170    	333.12343	-47.22193	 68.2	 0.503	12.088	-19.493	 9.915	 20.710	 1.1	
IC5176    	333.73291	-66.84948	137.0	 0.752	11.251	-20.899	10.471	 26.911	 4.5	 1746.4
IC5201    	335.23918	-46.03609	242.5	 0.573	11.736	-19.056	 9.563	 14.400	 6.1	  915.3
IC5240    	340.46829	-44.76718	103.6	 0.304	11.314	-20.707	10.455	 25.360	 1.1	 1762.0
IC5249    	341.77605	-64.83193	110.3	 0.871	14.015	-18.314	 9.429	 29.230	 6.9	 2366.0
IC5264    	344.22124	-36.55435	 81.5	 0.628	11.903	-21.492	10.743	 47.750	 2.3	 1940.0
IC5267    	344.30622	-43.39593	229.5	 0.191	 9.931	-22.151	11.031	 26.080	-1.1	 1716.8
NGC5304   	207.50629	-30.57843	 88.8	 0.223	12.148	-21.739	10.876	 59.900	-3.2	
NGC5311   	207.23361	+39.98521	 98.3	 0.297	11.756	-21.283	10.672	       	-0.1	 2645.0
NGC5313   	207.43478	+39.98475	 69.4	 0.417	11.349	-21.794	10.851	 42.520	 3.1	 2537.3
NGC5320   	207.58500	+41.36627	 99.7	 0.569	12.241	-20.509	10.343	 35.476	 5.2	 2613.3
NGC5326   	207.71125	+39.57493	102.1	 0.399	11.502	-21.000	10.577	 31.660	 1.0	 2520.0
NGC5334   	208.22692	-01.11464	121.5	 0.251	11.886	-20.682	10.409	 32.620	 5.2	 1382.6
NGC5336   	208.04090	+43.24291	 45.1	 0.228	13.495	-19.295	 9.839	       	 5.9	 2324.3
NGC5337   	208.09594	+39.68731	 55.1	 0.522	12.573	-21.016	10.569	 52.200	 2.0	 2102.0
NGC5338   	208.36069	+05.20778	 82.7	 0.529	13.081	-17.455	 9.136	 12.800	-2.0	  819.7
NGC5339   	208.50113	-07.93066	 82.7	 0.203	12.004	-20.939	10.507	       	 1.1	 2740.1
NGC5346   	208.25795	+39.58081	 60.5	 0.528	13.805	-19.244	 9.816	 40.729	 5.8	 2507.0
NGC5347   	208.32421	+33.49085	 64.9	 0.058	11.968	-20.213	 9.903	 27.300	 2.0	 2386.0
NGC5348   	208.54696	+05.22706	119.7	 0.816	13.125	-18.356	 9.466	 19.782	 3.8	 1453.1
NGC5350   	208.34009	+40.36399	113.8	 0.204	11.320	-21.155	10.561	 31.263	 3.6	 2323.3
NGC5353   	208.36130	+40.28303	165.1	 0.154	10.292	-22.351	11.156	 33.767	-2.0	 2307.0
NGC5354   	208.36136	+40.30276	263.5	 0.339	10.816	-22.156	10.996	       	-2.1	 2304.0
NGC5355   	208.43988	+40.33874	 67.5	 0.475	12.980	-19.899	10.142	 37.650	-2.1	 2313.0
NGC5356   	208.74320	+05.33376	117.4	 0.680	11.897	-20.106	10.188	 25.157	 3.8	 1371.0
NGC5360   	208.91005	+04.98465	 71.2	 0.491	13.566	-18.233	 9.462	 22.900	 0.1	 1170.5
NGC5362   	208.72217	+41.31348	 78.9	 0.606	12.549	-19.953	10.099	 31.650	 3.4	 2168.7
NGC5363   	209.03004	+05.25481	221.3	 0.243	 9.539	-22.212	11.113	 22.400	 0.4	 1136.0
NGC5364   	209.04995	+05.01488	211.0	 0.297	10.331	-21.120	10.614	 19.513	 4.0	 1238.8
NGC5371   	208.91647	+40.46174	139.3	 0.209	10.287	-22.061	11.012	 29.483	 4.0	 2555.7
NGC5375   	209.23333	+29.16434	 95.5	 0.156	11.764	-21.349	10.715	 41.920	 2.4	 2385.6
NGC5376   	208.81676	+59.50663	 73.8	 0.399	11.769	-21.475	10.744	 44.550	 2.3	 2016.0
NGC5377   	209.06947	+47.23564	156.8	 0.455	10.906	-21.290	10.706	 27.500	 1.0	 1797.6
NGC5383   	209.27070	+41.84620	 94.4	 0.103	11.170	-21.708	10.803	 37.640	 3.1	 2266.5
NGC5403   	209.96223	+38.18256	 95.2	 0.406	11.471	-21.633	10.753	       	 3.0	 2742.6
NGC5949   	232.00285	+64.76317	 78.5	 0.402	11.830	-18.940	 9.740	 14.254	 4.0	  427.1
ESO011-005	325.24555	-82.79944	 49.1	 0.686	14.592	-18.975	 9.749	 51.680	 5.9	 2976.9
ESO012-010	359.11336	-81.56708	 88.6	 0.556	13.880	-18.697	 9.632	 32.750	 7.7	 1939.6
ESO012-014	000.69218	-80.34377	 76.0	 0.706	14.959	-16.887	 9.023	 23.400	 9.0	 1958.6
ESO013-016	023.20171	-79.47388	 73.1	 0.330	13.127	-18.684	 9.564	 23.017	 7.5	 1765.9
ESO015-001	055.93815	-80.10530	 62.7	 0.582	14.762	-16.738	 8.806	 19.950	 9.8	 1647.8
ESO026-001	306.24602	-81.57653	 57.2	 0.049	13.387	-18.025	 9.373	 19.160	 5.9	 2775.9
ESO027-001	328.11072	-81.53087	103.2	 0.243	11.515	-19.798	 9.999	 18.308	 5.0	 2567.7
ESO027-008	335.76820	-79.99698	104.6	 0.639	11.683	-20.774	10.410	 31.000	 5.1	 2497.0
ESO048-017	332.22870	-73.38224	 54.2	 0.493	14.726	-17.625	 9.202	 29.520	 6.9	 2907.3
ESO054-021	057.45455	-71.63558	157.5	 0.513	12.444	-18.640	 9.546	 16.475	 7.9	 1431.5
ESO079-003	008.00973	-64.25321	 81.2	 0.566	11.604	-21.348	10.595	 38.950	 3.1	 2621.0
ESO079-005	010.18249	-63.44199	 67.1	 0.472	13.866	-17.987	 9.299	 23.483	 7.0	 1715.1
ESO079-007	012.51757	-66.55220	 55.1	 0.186	13.570	-18.439	 9.471	 25.220	 4.0	 1670.2
ESO085-014	073.68245	-62.80005	105.1	 0.641	13.339	-17.668	 9.199	 15.900	 9.0	 1406.0
ESO085-030	075.37366	-63.29336	 48.0	 0.454	13.227	-19.235	 9.802	 31.075	-0.4	 1300.6
ESO085-047	076.93084	-62.99095	 68.1	 0.600	15.117	-15.997	 8.520	 16.700	 9.0	 1464.8
ESO107-016	319.02663	-64.81671	 56.8	 0.784	15.330	-16.950	 8.833	 28.580	 7.4	 1791.9
ESO114-007	026.62637	-58.67291	 46.8	 0.195	14.676	-17.408	 9.251	 26.100	 9.0	 2212.4
ESO115-021	039.45236	-61.33394	148.4	 0.801	13.531	-15.248	 8.245	  5.700	 7.5	  513.9
ESO116-012	048.27001	-57.35707	     	      	      	       	      	 20.375	 6.8	 1142.3
ESO119-016	072.87003	-61.64970	 79.2	 0.662	14.665	-17.462	 9.056	 26.633	 9.7	  971.5
ESO120-012	084.99672	-58.58469	 64.1	 0.293	14.072	-16.720	 8.771	 14.400	 7.1	 1349.7
ESO120-021	088.31070	-59.06638	 45.6	 0.528	15.618	-15.163	 8.153	       	10.0	 1303.6
ESO145-025	328.52040	-57.61159	 60.2	 0.393	14.713	-17.048	 8.986	 22.500	 9.0	 1841.5
ESO146-014	333.24927	-62.06837	 71.5	 0.782	15.208	-16.442	 8.841	 21.380	 6.5	 1692.6
ESO149-001	356.95290	-57.07261	114.0	 0.765	13.509	-18.271	 9.341	 22.700	 8.0	 1903.0
ESO149-003	358.01118	-52.57744	 42.0	 0.655	15.707	-13.273	 7.575	  6.250	 9.7	  590.0
ESO150-005	005.60773	-53.64800	 83.7	 0.288	14.083	-16.819	 8.836	 15.150	 7.8	 1435.8
ESO154-023	044.20150	-54.57772	212.8	 0.798	12.993	-16.165	 8.468	  6.784	 8.9	  575.4
NGC3835   	176.02043	+60.11982	 69.0	 0.643	12.205	-21.048	10.575	 44.717	 2.0	 2461.7
NGC3846A  	176.06172	+55.03494	 75.5	 0.332	13.585	-18.430	 9.521	 25.300	 9.7	 1451.0
NGC3850   	176.39844	+55.88697	 78.4	 0.511	13.639	-17.609	 9.184	 17.767	 5.3	 1149.0
