#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:46 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:46	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table1&-out.max=unlimited&-out=Name,RAJ2000,DEJ2000,Dist,e_Dist,T,3.6mag,e_3.6mag,Group	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table1:
#Name: J/ApJS/234/18/table1
#Title: The GALEX/S^4^G sample
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F10.6)	Right Ascension in decimal degrees (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Declination in decimal degrees (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F4.1)	[0.4/94.1] Redshift-independent distance	[ucd=pos.distance;pos.heliocentric]
#Column	e_Dist	(F6.1)	[0/50.1]? Standard deviation in Dist (1)	[ucd=stat.error]
#Column	T	(F4.1)	[-5/10] Numerical morphological type from RC2 from HyperLEDA	[ucd=src.morph.type]
#Column	3.6mag	(F6.3)	[6.3/17.3] Spitzer/IRAC 3.6um band asymptotic AB magnitude (3)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_3.6mag	(F6.3)	[0.001/0.4] The 1{sigma} uncertainty in 3.6mag	[ucd=stat.error]
#Column	Group	(A4)	Group identifier (4)	[ucd=meta.id]
Name	RAJ2000	DEJ2000	Dist	e_Dist	T	3.6mag	e_3.6mag	Group
NGC5353   	208.361305	+40.283029	33.8	   5.3	-2.0	10.292	 0.002	0
NGC5354   	208.361363	+40.302757	30.7	      	-2.1	10.816	 0.003	0
NGC5339   	208.501130	-07.930663	36.5	      	 1.1	12.004	 0.002	0
NGC5348   	208.546959	+05.227060	19.8	   5.2	 3.8	13.125	 0.001	692
NGC5362   	208.722173	+41.313476	31.7	   4.2	 3.4	12.549	 0.001	725
NGC5356   	208.743196	+05.333759	25.2	   2.7	 3.8	11.897	 0.001	692
NGC5376   	208.816764	+59.506625	44.6	  15.5	 2.3	11.769	 0.001	742
UGC08839  	208.854580	+17.794728	22.2	      	 9.9	15.205	 0.060	0
UGC08851  	208.909354	+39.716034	22.9	      	 7.9	16.034	 0.001	0
NGC5360   	208.910050	+04.984650	22.9	      	 0.1	13.566	 0.003	0
NGC5371   	208.916473	+40.461737	29.5	   7.1	 4.0	10.287	 0.001	0
NGC5377   	209.069472	+47.235639	27.5	   2.7	 1.0	10.906	 0.001	749
NGC5375   	209.233329	+29.164339	41.9	   4.0	 2.4	11.764	 0.001	0
NGC5383   	209.270704	+41.846198	37.6	   1.9	 3.1	11.170	 0.001	0
UGC08877  	209.278943	+41.792983	31.7	      	 8.0	15.245	 0.007	0
UGC08892  	209.421300	+57.001000	29.7	      	 9.9	14.789	 0.039	0
IC4351    	209.475912	-29.315657	31.3	   4.2	 3.3	10.612	 0.001	83
UGC08909  	209.657786	+60.796771	21.7	      	 6.9	14.012	 0.004	0
NGC5403   	209.962235	+38.182565	36.6	      	 3.0	11.471	 0.001	0
NGC5422   	210.175025	+55.164428	28.1	   4.9	-1.4	11.482	 0.001	0
NGC5430   	210.190845	+59.328712	39.9	   3.9	 3.1	11.419	 0.001	796
NGC5425   	210.198645	+48.443937	38.7	   6.4	 6.5	13.585	 0.001	735
ESO445-089	210.266984	-30.327145	36.3	      	 6.7	12.839	 0.002	0
NGC5443   	210.549156	+55.814049	30.9	   0.5	 3.0	11.667	 0.002	738
NGC5448   	210.708493	+49.172603	36.3	   2.6	 1.4	11.297	 0.001	735
NGC5457   	210.802231	+54.348854	 6.9	   0.9	 6.0	 7.820	 0.003	216
UGC08988  	210.834777	+60.990133	44.0	   3.4	 5.9	14.468	 0.001	0
NGC5426   	210.853603	-06.068947	39.7	   2.2	 5.0	11.710	 0.003	0
NGC5427   	210.858545	-06.030747	33.8	   6.2	 5.0	11.041	 0.001	0
ESO510-058	211.155747	-24.833142	30.9	      	 5.9	12.918	 0.001	0
NGC5473   	211.180230	+54.892643	33.4	   4.1	-2.7	11.044	 0.001	0
ESO510-059	211.192640	-24.827080	33.6	      	 5.9	13.393	 0.005	0
UGC08995  	211.197372	+08.801030	23.6	   1.2	 7.4	14.128	 0.014	693
NGC5474   	211.255537	+53.662209	 6.5	   0.7	 6.1	11.514	 0.001	216
PGC050229 	211.296845	-03.369809	21.6	      	 1.1	13.425	 0.001	0
NGC5477   	211.388901	+54.460823	 6.4	      	 8.8	14.387	 0.055	216
NGC5470   	211.633029	+06.029062	24.7	   2.0	 3.1	12.412	 0.001	0
NGC5468   	211.645409	-05.453020	44.5	   6.2	 6.0	11.950	 0.001	705
NGC5472   	211.729283	-05.460390	42.3	   1.8	 2.1	13.018	 0.004	0
NGC5464   	211.768285	-30.017067	33.8	   3.9	 9.5	13.293	 0.002	0
NGC5486   	211.854122	+55.102954	34.2	   8.5	 8.7	14.041	 0.001	0
NGC5476   	212.035607	-06.092172	35.4	      	 7.8	12.787	 0.001	0
UGC09071  	212.512801	+54.218380	33.3	   2.2	 5.9	14.260	 0.001	738
UGC09057  	212.553750	-02.575930	26.6	      	 7.0	13.792	 0.008	676
NGC5496   	212.907650	-01.157978	24.1	   5.4	 6.5	12.896	 0.002	676
NGC5520   	213.094982	+50.348433	38.9	   4.7	 3.1	12.287	 0.001	735
NGC5506   	213.312091	-03.207570	23.8	   5.2	 1.2	10.710	 0.001	0
NGC5507   	213.332751	-03.148883	34.3	      	-2.3	11.873	 0.001	0
NGC5526   	213.473747	+57.771220	27.2	      	 4.1	12.688	 0.002	739
NGC5523   	213.718153	+25.317654	20.0	   1.5	 5.8	12.275	 0.001	808
PGC1059326	213.820207	-04.358506	36.5	      	 3.6	15.380	 0.012	0
NGC5529   	213.892410	+36.227312	44.1	   7.0	 5.2	11.026	 0.001	0
UGC09126  	213.919350	+16.548900	36.0	      	 9.8	15.270	 0.017	0
UGC09128  	213.985800	+23.054800	 3.6	   2.0	 9.9	15.224	 0.060	229
NGC5534   	214.417818	-07.417378	31.8	      	 2.1	12.147	 0.002	0
UGC09169  	214.935450	+09.362200	12.7	   6.1	 9.6	13.768	 0.001	0
NGC5585   	214.950431	+56.729396	 8.7	   1.1	 6.9	11.668	 0.001	216
NGC5560   	215.018979	+03.992663	20.6	   2.8	 3.0	11.918	 0.001	0
NGC5569   	215.133694	+03.983213	17.4	      	 5.8	13.752	 0.023	0
NGC5574   	215.233240	+03.237995	24.0	   4.8	-2.8	12.034	 0.002	674
NGC5576   	215.265352	+03.270906	23.9	   2.4	-4.8	10.410	 0.001	674
NGC5577   	215.304615	+03.435799	23.0	   3.3	 3.8	12.306	 0.002	674
PGC051291 	215.342700	-03.758800	36.5	      	 2.0	14.854	 0.017	0
NGC5587   	215.544643	+13.918033	30.7	      	-0.1	12.354	 0.001	0
NGC5602   	215.578395	+50.501372	29.6	      	 1.0	12.308	 0.001	0
NGC5584   	215.599074	-00.387680	26.7	   5.5	 6.0	11.823	 0.001	671
UGC09206  	215.614200	+15.086020	30.5	      	 3.8	14.072	 0.001	0
NGC5608   	215.822850	+41.776000	15.2	   3.5	 9.8	13.639	 0.142	0
UGC09215  	215.863206	+01.726241	28.2	   7.1	 6.3	12.969	 0.005	674
IC4407    	215.903290	-05.981870	36.2	      	 8.8	14.656	 0.004	0
NGC5600   	215.956354	+14.638758	87.8	  28.6	 4.8	11.795	 0.001	0
NGC5595   	216.055175	-16.723053	36.2	   2.3	 4.9	11.532	 0.001	707
NGC5597   	216.114267	-16.762877	38.6	      	 6.0	11.706	 0.001	0
NGC5604   	216.178323	-03.212200	41.8	   1.8	 1.3	12.131	 0.001	706
UGC09240  	216.182068	+44.526794	 3.0	   0.4	 9.9	13.717	 0.129	213
UGC09242  	216.337611	+39.539639	17.4	   5.3	 6.6	14.090	 0.002	809
PGC051523 	216.439101	-05.401815	22.7	      	 9.0	14.039	 0.024	0
NGC5631   	216.638724	+56.582616	29.8	   2.7	-1.9	10.945	 0.005	739
NGC5630   	216.902345	+41.257761	33.2	   6.6	 7.9	13.242	 0.001	731
UGC09274  	217.011560	+21.303913	15.3	      	 4.2	13.647	 0.004	0
IC1014    	217.076777	+13.780263	24.2	      	 8.1	13.057	 0.002	0
UGC09299  	217.394250	-00.018010	30.8	   3.9	 6.4	14.335	 0.008	674
NGC5636   	217.412613	+03.266328	22.2	      	-0.4	13.074	 0.002	0
NGC5660   	217.457647	+49.622670	37.2	      	 5.2	11.779	 0.001	0
UGC09310  	217.504429	+03.221380	30.2	      	 8.0	14.463	 0.004	0
NGC5667   	217.595421	+59.469737	25.9	      	 6.0	13.067	 0.002	0
NGC5645   	217.663866	+07.275124	22.2	   3.5	 6.6	12.298	 0.002	675
IC1024    	217.863256	+03.008893	19.4	      	-2.0	12.441	 0.001	0
UGC09345  	217.933829	+06.158112	59.2	   0.3	 6.4	15.469	 0.002	0
NGC5661   	217.989218	+06.250440	48.6	   5.2	 3.2	13.498	 0.006	677
NGC5678   	218.023148	+57.921425	29.5	   4.9	 3.4	10.742	 0.001	739
NGC5665   	218.107500	+08.078410	27.7	   5.3	 5.0	11.802	 0.001	677
IC1029    	218.113591	+49.904677	47.7	  21.6	 3.1	11.607	 0.001	733
NGC5658   	218.118944	+00.294198	22.3	      	-1.6	13.558	 0.006	0
NGC5669   	218.183079	+09.891880	25.0	   5.9	 6.0	11.981	 0.001	685
NGC5676   	218.195296	+49.457878	32.5	   4.3	 4.7	10.434	 0.001	733
UGC09356  	218.223029	+11.594989	29.7	      	 4.6	13.714	 0.002	0
UGC09364  	218.340133	+06.877719	28.7	      	 7.8	14.744	 0.006	0
NGC5668   	218.351364	+04.450473	26.9	      	 6.9	11.914	 0.001	0
UGC09380  	218.663400	+04.262560	25.1	   4.8	 9.9	15.401	 0.005	0
NGC5689   	218.873832	+48.741566	35.6	      	 0.4	11.094	 0.001	0
UGC09389  	218.888580	+12.908047	24.3	      	 3.2	13.995	 0.001	687
UGC09394  	218.916150	+13.169895	28.2	   2.5	 5.9	14.542	 0.003	687
UGC09392  	218.951799	+03.039115	23.5	      	10.0	16.838	 0.007	0
NGC5693   	219.046809	+48.584979	30.4	      	 6.9	13.524	 0.002	0
NGC5707   	219.378304	+51.561827	29.5	      	 2.0	12.027	 0.001	0
NGC5690   	219.420961	+02.291103	21.3	   5.1	 5.4	11.275	 0.001	670
NGC5691   	219.472372	-00.398855	30.2	      	 1.2	12.204	 0.001	0
NGC5714   	219.547957	+46.638449	41.2	   4.0	 5.8	12.406	 0.001	733
NGC5708   	219.567623	+40.456611	36.7	      	 7.8	13.044	 0.001	731
IC4468    	219.611440	-22.367539	34.0	   2.0	 4.7	12.402	 0.001	722
UGC09448  	219.746395	+51.120487	46.7	   0.5	 3.3	13.895	 0.001	0
NGC5701   	219.796189	+05.363473	26.1	      	-0.4	10.757	 0.001	0
NGC5730   	219.967347	+42.742437	33.8	      	 9.5	13.317	 0.001	0
NGC5731   	220.038350	+42.779575	33.9	      	 3.6	14.003	 0.003	0
NGC5713   	220.047696	-00.288880	23.8	   5.6	 4.0	10.698	 0.001	0
NGC5719   	220.234862	-00.318274	26.0	   1.3	 2.4	10.728	 0.001	670
UGC09469  	220.434812	-01.806725	24.5	      	 9.7	15.078	 0.029	0
UGC09470  	220.452607	+00.687015	25.2	      	 7.9	14.889	 0.003	0
NGC5729   	220.528563	-09.009353	25.8	   1.2	 3.2	11.794	 0.001	0
NGC5728   	220.599531	-17.253039	30.6	   6.4	 1.2	10.629	 0.001	708
UGC09482  	220.695522	+00.661692	45.9	   0.3	 6.6	15.448	 0.001	0
IC1048    	220.740877	+04.890275	29.4	   3.3	 4.0	12.101	 0.001	670
ESO580-022	221.521819	-18.022008	29.6	      	 7.7	13.417	 0.002	0
NGC5750   	221.546381	-00.222924	33.6	   2.7	 0.4	11.190	 0.001	670
NGC5744   	221.658841	-18.512337	35.4	      	 0.5	13.700	 0.042	0
PGC052809 	221.850726	-17.445568	24.8	   3.9	 5.8	12.026	 0.001	695
IC1055    	221.857074	-13.716193	39.2	   2.3	 3.1	12.001	 0.001	0
ESO580-029	221.890282	-19.764090	34.3	   3.1	 5.0	12.186	 0.001	722
ESO580-030	221.897735	-18.070462	35.4	      	 5.5	13.250	 0.001	0
NGC5757   	221.943335	-19.078559	39.5	      	 3.1	11.392	 0.001	0
ESO580-034	221.976750	-19.130450	36.4	      	 5.1	15.319	 0.004	0
NGC5762   	222.177364	+12.457224	43.8	   5.9	 2.0	13.296	 0.001	0
PGC052940 	222.377672	-10.175931	28.8	      	 9.9	13.678	 0.025	0
PGC052935 	222.387300	-10.164170	24.6	      	 6.3	14.269	 0.031	0
ESO580-041	222.652075	-18.151099	33.4	   8.0	 4.1	13.419	 0.003	708
NGC5777   	222.824036	+58.977848	50.7	   1.1	 3.2	11.779	 0.001	739
UGC09569  	222.999500	+43.720568	33.2	      	 6.6	14.346	 0.001	0
NGC5768   	223.033194	-02.529688	28.8	   0.5	 5.3	12.309	 0.001	0
PGC053134 	223.144812	-03.561447	30.7	      	 8.0	13.616	 0.004	0
IC1066    	223.261990	+03.295988	32.4	   3.7	 3.2	13.034	 0.001	0
IC1067    	223.271914	+03.331731	21.0	      	 3.0	12.460	 0.001	0
NGC5770   	223.312570	+03.959727	22.4	   3.0	-2.0	11.932	 0.001	670
NGC5783   	223.367863	+52.076198	37.7	   0.8	 5.2	12.945	 0.001	736
NGC5774   	223.427648	+03.582327	30.6	   4.5	 6.9	12.623	 0.002	0
NGC5775   	223.490211	+03.544676	21.4	   4.9	 5.2	10.054	 0.001	670
UGC09601  	224.006675	-01.388148	24.6	      	 5.9	13.926	 0.002	0
NGC5789   	224.148698	+30.233703	24.0	      	 7.8	14.072	 0.003	0
NGC5781   	224.172071	-17.243358	31.9	   1.4	 2.8	12.534	 0.002	0
NGC5798   	224.408158	+29.968434	45.5	  11.2	 9.7	13.390	 0.006	0
NGC5832   	224.440085	+71.681681	11.5	      	 3.3	12.362	 0.002	0
NGC5821   	224.748525	+53.923295	11.8	      	 5.0	13.641	 0.002	0
PGC053568 	224.920358	-06.990384	27.9	      	 8.0	15.118	 0.008	0
NGC5806   	225.001656	+01.891348	25.5	   2.4	 3.2	10.931	 0.001	668
NGC5809   	225.218001	-14.165271	37.7	      	 0.2	12.775	 0.003	0
PGC053634 	225.250422	-15.121703	34.3	   1.6	 7.0	14.708	 0.001	710
UGC09663  	225.307080	+52.595556	38.2	      	 9.8	14.917	 0.002	0
UGC09665  	225.385605	+48.319818	39.6	   1.1	 4.0	12.664	 0.001	737
UGC09661  	225.514760	+01.841294	16.6	      	 8.0	13.775	 0.001	0
PGC053724 	225.750886	-13.282665	24.2	   7.0	 0.7	12.299	 0.002	0
UGC09730  	226.011679	+77.635137	28.4	      	 6.6	14.570	 0.002	0
PGC053764 	226.011990	-10.737908	32.5	      	 5.5	14.864	 0.002	0
PGC053796 	226.113293	-14.439830	38.5	   0.0	 6.2	14.685	 0.001	0
UGC09682  	226.125840	-00.851323	24.1	      	 8.6	14.752	 0.004	0
NGC5846   	226.621990	+01.605646	26.7	   2.6	-4.7	 9.447	 0.001	668
PGC091413 	226.638750	-12.717090	51.5	   0.6	 7.9	16.201	 0.001	0
NGC5850   	226.781983	+01.544284	23.2	   7.6	 3.1	10.507	 0.003	0
NGC5854   	226.948784	+02.568644	23.5	   7.5	-1.1	11.606	 0.001	0
NGC5861   	227.317086	-11.321713	28.0	   3.3	 5.0	10.993	 0.001	678
NGC5879   	227.444692	+57.000139	16.1	   3.3	 3.6	11.197	 0.001	811
UGC09746  	227.568802	+01.934999	23.1	      	 4.0	13.827	 0.001	668
UGC09751  	227.743515	+01.437827	20.7	      	 6.0	15.925	 0.003	0
NGC5894   	227.920661	+59.808870	41.9	   4.1	 7.8	11.558	 0.001	752
UGC09760  	228.009540	+01.698270	24.0	   6.3	 6.6	15.517	 0.026	668
NGC5866B  	228.029517	+55.784904	17.7	      	 7.9	13.909	 0.004	0
ESO581-025	228.378847	-20.674888	29.9	   2.8	 6.9	11.566	 0.001	701
NGC5878   	228.440573	-14.269810	30.1	   2.2	 3.2	10.886	 0.001	697
NGC5892   	228.450962	-15.463805	31.2	   1.6	 7.0	11.990	 0.006	0
NGC5899   	228.763592	+42.049875	38.1	   7.6	 5.3	11.065	 0.001	1251
NGC5900   	228.771890	+42.209763	54.3	  12.4	 3.0	11.728	 0.001	1251
NGC5907   	228.972935	+56.328744	16.6	   1.9	 5.3	 9.205	 0.001	811
UGC09816  	229.699973	+59.462504	 8.8	      	 9.8	14.819	 0.002	0
UGC09815  	229.812640	+44.916310	34.2	      	 7.9	15.302	 0.002	0
ESO582-004	230.191535	-18.349013	30.8	   2.5	 5.0	14.376	 0.006	0
NGC5913   	230.230924	-02.577949	32.0	   1.3	 1.0	11.694	 0.001	668
NGC5916A  	230.307713	-13.100623	30.6	      	 5.0	13.951	 0.003	0
NGC5915   	230.387934	-13.091746	27.6	   4.4	 2.7	11.845	 0.001	0
PGC054817 	230.388378	-07.447959	28.0	   3.9	-1.9	13.365	 0.006	0
NGC5916   	230.407985	-13.169347	31.0	      	 1.2	12.039	 0.001	0
NGC5921   	230.485416	+05.070650	19.9	   5.6	 4.0	10.781	 0.001	0
PGC054944 	230.833937	-04.151627	29.4	   0.8	 1.8	12.637	 0.001	680
UGC09837  	230.965334	+58.052917	41.2	      	 5.3	13.678	 0.004	0
UGC09845  	231.522848	+09.204363	42.9	   0.9	 5.8	15.934	 0.034	1231
NGC5930   	231.533157	+41.676050	35.0	   4.7	 2.3	11.768	 0.001	0
UGC09856  	231.626400	+41.289730	33.3	   1.8	 6.3	14.775	 0.009	1250
UGC09858  	231.672811	+40.564698	39.2	   5.5	 4.0	12.389	 0.001	1250
NGC5949   	232.002853	+64.763167	14.3	   2.8	 4.0	11.830	 0.001	827
NGC5937   	232.692212	-02.829458	38.8	   1.1	 3.2	11.344	 0.001	669
UGC09875  	232.697037	+23.066140	26.5	      	 8.9	14.709	 0.020	0
IC1125    	233.273353	-01.628301	35.2	   0.2	 7.3	13.176	 0.001	0
NGC5963   	233.366064	+56.559613	26.8	   8.3	 4.1	12.248	 0.001	811
NGC5951   	233.429292	+15.007238	27.8	   3.9	 5.2	12.684	 0.001	1230
NGC5953   	233.634882	+15.193827	27.1	   4.8	 0.0	11.542	 0.001	0
NGC5954   	233.645938	+15.200128	32.1	      	 6.0	12.340	 0.001	0
NGC5956   	233.743871	+11.750275	25.4	      	 5.9	12.426	 0.001	0
NGC5957   	233.846748	+12.047615	24.4	      	 3.0	11.907	 0.001	0
NGC5962   	234.132014	+16.607780	34.1	   4.2	 5.1	10.870	 0.001	1230
UGC09936  	234.187470	+44.236955	40.7	      	 8.8	14.994	 0.003	0
NGC5964   	234.400742	+05.974246	26.6	   1.6	 6.9	11.846	 0.001	691
NGC5981   	234.473028	+59.391934	29.2	      	 4.2	11.846	 0.001	1254
UGC09951  	234.833586	+15.384420	26.7	      	 6.6	15.649	 0.001	0
NGC5985   	234.904449	+59.332081	42.3	   4.8	 3.0	10.765	 0.001	754
UGC09992  	235.450982	+67.253835	11.2	      	 9.9	15.201	 0.020	0
UGC09977  	235.498392	+00.713368	28.9	   3.1	 5.3	13.024	 0.001	1235
UGC09979  	235.581165	+00.474612	31.0	      	 9.9	15.530	 0.009	0
NGC5984   	235.721570	+14.231450	20.0	   3.0	 6.4	12.525	 0.001	713
NGC7741   	355.976410	+26.076120	14.3	   2.1	 5.9	11.493	 0.001	1206
UGC10054  	235.982040	+81.809680	25.6	      	 8.0	13.909	 0.010	0
UGC10020  	236.435518	+20.560417	33.4	      	 6.6	13.555	 0.001	0
UGC10025  	236.601136	+02.844152	37.4	   0.4	 8.0	16.896	 0.009	0
UGC10061  	237.812700	+16.329500	33.2	      	 9.9	15.437	 0.182	0
NGC6015   	237.855120	+62.310045	16.8	   1.6	 5.9	10.930	 0.001	812
NGC6012   	238.557973	+14.601196	21.9	   3.0	 1.7	11.871	 0.001	0
NGC6014   	238.989244	+05.931938	33.2	      	-1.8	12.346	 0.001	0
IC1151    	239.634781	+17.441499	27.8	   6.7	 5.1	12.898	 0.001	3
IC1158    	240.392046	+01.707827	35.3	   7.8	 5.1	12.676	 0.001	1234
UGC10194  	241.017383	+63.712609	25.9	   0.1	 6.8	15.979	 0.006	0
NGC6063   	241.804177	+07.979013	46.2	   7.7	 5.9	13.041	 0.001	1249
IC1197    	242.072192	+07.538655	25.3	   2.9	 6.0	13.291	 0.003	1243
NGC6070   	242.494549	+00.709305	31.3	   3.3	 6.0	10.936	 0.001	0
IC1210    	243.625800	+62.536680	50.7	   3.3	 2.1	13.231	 0.002	0
UGC10290  	243.637428	+00.821747	30.8	      	 8.8	14.497	 0.010	0
UGC10297  	243.870219	+18.904994	38.8	   1.9	 5.1	14.055	 0.002	1242
NGC6106   	244.696615	+07.410886	24.6	   2.8	 5.3	12.120	 0.001	1243
NGC6140   	245.241847	+65.390646	18.6	      	 5.6	12.024	 0.002	0
NGC6155   	246.534706	+48.366805	32.2	      	 5.2	12.415	 0.001	1318
UGC10413  	247.363128	+21.336641	43.9	   3.5	 5.7	14.082	 0.010	0
NGC6168   	247.838674	+20.184911	33.6	      	 8.0	12.944	 0.001	1246
NGC6181   	248.087333	+19.826457	33.4	   4.6	 5.2	11.065	 0.001	1246
UGC10445  	248.448338	+28.984823	28.7	  10.1	 6.0	13.554	 0.005	816
NGC6236   	251.143417	+70.780095	24.9	   3.5	 5.9	13.158	 0.002	818
NGC6237   	251.592597	+70.356372	15.1	      	 6.4	13.941	 0.004	818
NGC6239   	252.520879	+42.739887	22.3	   3.4	 3.3	12.425	 0.001	830
UGC10608  	253.590300	+53.112140	21.0	      	 8.0	16.041	 0.034	0
NGC6255   	253.696980	+36.501830	22.7	   5.0	 5.9	13.561	 0.002	816
NGC6267   	254.536060	+22.985143	54.0	   4.2	 4.8	12.608	 0.001	0
UGC10650  	255.061332	+23.107423	39.7	      	 9.9	14.906	 0.003	0
NGC6278   	255.209677	+23.011020	39.2	   6.3	-1.9	11.759	 0.001	0
UGC10713  	256.141301	+72.446789	31.0	   4.4	 3.0	12.916	 0.002	0
UGC10736  	257.019612	+69.464303	12.2	      	 8.0	14.841	 0.006	0
UGC10721  	257.106570	+25.517354	48.8	   4.0	 5.8	12.930	 0.001	0
IC1251    	257.553509	+72.410525	15.6	      	 6.0	14.273	 0.001	0
NGC6340   	257.603321	+72.304458	22.0	      	 0.4	10.793	 0.001	0
UGC10791  	258.660843	+72.398633	17.7	      	 8.8	14.371	 0.004	0
NGC6339   	259.277283	+40.844976	30.5	   3.7	 6.3	12.548	 0.001	1309
UGC10806  	259.713596	+49.883951	18.8	      	 8.0	13.778	 0.014	0
UGC10854  	261.193100	+58.205666	37.5	      	 6.0	15.496	 0.002	0
UGC10887  	261.530840	+77.703480	41.1	   0.3	 5.9	15.808	 0.006	0
NGC6395   	261.630211	+71.096231	22.6	   4.7	 5.8	13.191	 0.003	817
NGC6412   	262.405506	+75.704463	23.5	      	 5.2	11.806	 0.001	0
IC1265    	264.164351	+42.088251	28.9	      	 2.0	13.368	 0.001	0
IC4951    	302.382150	-61.850570	 9.5	   2.1	 7.7	14.303	 0.023	347
NGC6870   	302.545313	-48.286978	55.4	  13.9	 2.1	11.596	 0.001	1049
NGC6861E  	302.757122	-48.689778	35.6	   5.1	 2.0	14.162	 0.001	1049
ESO399-025	303.365434	-37.188765	33.9	      	 0.4	12.469	 0.004	0
IC4986    	304.297697	-55.035486	30.9	   4.5	 7.6	14.282	 0.004	0
ESO340-008	304.299150	-40.923690	44.1	   4.5	 6.1	14.259	 0.001	1117
NGC6887   	304.322116	-52.796599	32.7	   2.6	 3.7	11.441	 0.001	0
ESO340-009	304.337454	-38.674033	33.9	   3.1	 7.1	14.627	 0.017	1117
NGC6889   	304.721395	-53.956999	34.8	   1.3	 3.7	13.178	 0.001	0
ESO340-017	304.922719	-39.288508	35.0	      	 8.0	13.626	 0.004	0
NGC6902B  	305.779267	-43.868594	38.2	      	 5.5	14.019	 0.006	0
NGC6902   	306.116884	-43.653433	38.5	   5.0	 2.3	11.291	 0.001	0
ESO026-001	306.246017	-81.576532	19.2	   8.6	 5.9	13.387	 0.002	0
ESO400-025	306.909657	-32.957578	29.0	      	 7.8	14.755	 0.003	0
ESO234-043	308.057240	-48.530570	27.0	   4.4	 8.9	14.495	 0.001	1055
NGC6925   	308.585657	-31.980826	30.7	   3.9	 4.0	10.614	 0.001	1118
ESO340-042	308.733284	-40.623914	35.5	      	 7.8	14.378	 0.003	0
ESO234-049	308.825250	-49.865630	34.5	      	 4.1	13.107	 0.003	0
IC5039    	310.809676	-29.853357	32.5	   3.2	 4.0	12.359	 0.001	1118
IC5007    	310.893137	-29.703815	34.0	   1.3	 6.7	12.445	 0.001	1118
ESO285-048	311.167157	-45.978448	33.1	   2.2	 5.9	13.271	 0.001	1051
PGC065367 	311.715016	-12.846611	 2.1	   1.6	 9.9	15.312	 0.003	223
IC5026    	312.117083	-78.069225	36.5	   2.2	 6.7	14.111	 0.002	1047
IC5052    	313.024650	-69.203450	 8.1	   1.9	 7.0	11.500	 0.001	348
ESO187-035	314.233238	-55.720531	26.2	      	 9.0	15.424	 0.011	0
IC5069    	315.043324	-71.810632	37.6	      	 3.4	13.953	 0.001	0
IC5078    	315.630149	-16.818157	21.5	   1.9	 5.0	12.258	 0.001	1295
ESO341-032	315.889158	-39.446309	36.8	      	 9.0	13.692	 0.003	0
ESO286-044	316.411012	-42.781278	31.8	      	-0.8	13.299	 0.001	0
ESO187-051	316.888340	-54.950367	16.8	      	 9.0	15.029	 0.008	0
PGC066242 	317.521256	-03.701667	40.4	   6.6	 4.1	14.109	 0.006	0
PGC066559 	319.928542	-07.552050	36.5	      	 8.0	14.493	 0.007	0
NGC7051   	319.963850	-08.782951	27.4	   2.1	 0.9	11.874	 0.002	0
ESO287-009	320.318039	-46.152687	44.1	   9.2	 4.3	13.777	 0.001	0
ESO402-025	320.566343	-36.627557	34.3	      	 4.8	15.175	 0.002	0
ESO402-026	320.630719	-36.681526	48.2	   6.8	 1.9	11.658	 0.001	0
PGC066738 	321.499396	-03.809776	39.1	      	 7.4	15.012	 0.005	0
ESO402-030	321.685171	-34.498940	36.0	      	-0.8	12.905	 0.002	0
NGC7059   	321.839586	-60.014545	33.1	  10.5	 5.6	11.987	 0.002	1078
ESO342-050	322.062601	-37.861329	31.5	   3.4	 5.0	12.066	 0.002	1161
