#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-21T04:44:48 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-21T04:44:48	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/234/18/table3&-out.max=unlimited&-out=Name,sma,mu36corr,e_mu36corr,ell,tmagcorr,e_tmagcorr	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	e_mu36corr	(F9.3)	[0/21707]? 1{sigma} uncertainty in SB36 (1)	[ucd=stat.error]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	e_tmagcorr	(F6.3)	[0/1.1]? 1{sigma} uncertainty in tmagcorr (1)	[ucd=stat.error]
Name	sma	mu36corr	e_mu36corr	ell	tmagcorr	e_tmagcorr
ESO508-030	 30	24.213	    0.061	 0.773	17.114	 0.039
ESO508-030	 36	24.367	    0.070	 0.773	16.775	 0.043
ESO508-030	 42	24.585	    0.085	 0.773	16.532	 0.048
ESO508-030	 48	24.881	    0.110	 0.773	16.334	 0.053
ESO508-030	 54	25.225	    0.151	 0.773	16.171	 0.060
ESO508-030	 60	25.298	    0.160	 0.773	16.051	 0.067
ESO508-030	 66	25.504	    0.193	 0.773	15.959	 0.075
ESO508-030	 72	26.025	    0.311	 0.773	15.898	 0.085
ESO508-030	 78	26.403	    0.439	 0.773	15.843	 0.095
ESO508-030	 84	25.984	    0.298	 0.773	15.794	 0.105
ESO508-051	  6	21.903	    0.009	 0.500	17.767	 0.009
ESO508-051	 12	22.409	    0.013	 0.500	16.530	 0.009
ESO508-051	 18	22.888	    0.018	 0.500	15.901	 0.011
ESO508-051	 24	23.322	    0.027	 0.500	15.536	 0.014
ESO508-051	 30	23.633	    0.035	 0.500	15.250	 0.017
ESO508-051	 36	23.981	    0.048	 0.500	15.050	 0.021
ESO508-051	 42	24.379	    0.068	 0.500	14.895	 0.025
ESO508-051	 48	24.903	    0.110	 0.500	14.800	 0.030
ESO508-051	 54	25.536	    0.196	 0.500	14.748	 0.035
ESO508-051	 60	26.509	    0.478	 0.500	14.715	 0.042
ESO508-051	 66	28.296	    2.468	 0.500	14.702	 0.051
ESO508-051	 72	27.269	    0.957	 0.500	14.694	 0.060
ESO508-051	 78	28.879	    4.204	 0.500	14.688	 0.070
ESO508-051	 84	      	         	 0.500	14.687	 0.081
ESO508-051	 90	      	         	 0.500	14.690	 0.093
ESO508-051	 96	27.622	    1.315	 0.500	14.692	 0.107
ESO509-074	  6	18.292	    0.001	 0.704	14.054	 0.001
ESO509-074	 12	19.366	    0.002	 0.704	13.355	 0.001
ESO509-074	 18	19.902	    0.003	 0.704	12.929	 0.001
ESO509-074	 24	20.421	    0.004	 0.704	12.632	 0.002
ESO509-074	 30	20.978	    0.007	 0.704	12.452	 0.002
ESO509-074	 36	21.498	    0.012	 0.704	12.333	 0.003
ESO509-074	 42	21.979	    0.018	 0.704	12.261	 0.004
ESO509-074	 48	22.508	    0.030	 0.704	12.213	 0.004
ESO509-074	 54	23.080	    0.050	 0.704	12.183	 0.005
ESO509-074	 60	23.515	    0.075	 0.704	12.163	 0.006
ESO509-074	 66	23.987	    0.116	 0.704	12.146	 0.007
ESO509-074	 72	24.661	    0.215	 0.704	12.135	 0.009
ESO509-074	 78	25.211	    0.356	 0.704	12.128	 0.010
ESO509-074	 84	25.902	    0.673	 0.704	12.124	 0.012
ESO509-074	 90	26.595	    1.275	 0.704	12.122	 0.013
ESO509-074	 96	27.895	    4.217	 0.704	12.122	 0.015
ESO509-074	102	29.053	   12.258	 0.704	12.122	 0.017
ESO509-074	108	27.758	    3.716	 0.704	12.122	 0.019
ESO509-074	114	28.131	    5.236	 0.704	12.122	 0.021
ESO509-074	120	28.987	   11.520	 0.704	12.121	 0.023
ESO509-074	126	29.510	   18.640	 0.704	12.121	 0.025
ESO509-074	132	28.618	    8.195	 0.704	12.122	 0.027
ESO509-074	138	      	         	 0.704	12.122	 0.030
ESO509-074	144	29.250	   14.671	 0.704	12.122	 0.032
ESO509-074	150	      	         	 0.704	12.122	 0.035
ESO509-074	156	      	         	 0.704	12.122	 0.038
ESO509-074	162	      	         	 0.704	12.123	 0.041
ESO509-074	168	      	         	 0.704	12.124	 0.044
ESO510-058	  6	19.962	    0.002	 0.437	14.984	 0.001
ESO510-058	 12	20.712	    0.003	 0.437	14.066	 0.002
ESO510-058	 18	21.339	    0.005	 0.437	13.629	 0.002
ESO510-058	 24	21.751	    0.007	 0.437	13.341	 0.003
ESO510-058	 30	22.078	    0.009	 0.437	13.142	 0.004
ESO510-058	 36	22.780	    0.017	 0.437	13.007	 0.005
ESO510-058	 42	23.839	    0.045	 0.437	12.943	 0.006
ESO510-058	 48	25.601	    0.228	 0.437	12.926	 0.007
ESO510-058	 54	26.530	    0.534	 0.437	12.922	 0.008
ESO510-058	 60	27.084	    0.887	 0.437	12.920	 0.010
ESO510-058	 66	28.286	    2.677	 0.437	12.919	 0.012
ESO510-058	 72	      	         	 0.437	12.920	 0.014
ESO510-058	 78	28.426	    3.034	 0.437	12.920	 0.016
ESO510-059	  6	21.470	    0.011	 0.217	15.923	 0.006
ESO510-059	 12	22.084	    0.018	 0.217	15.035	 0.010
ESO510-059	 18	22.625	    0.029	 0.217	14.595	 0.014
ESO510-059	 24	23.109	    0.045	 0.217	14.320	 0.019
ESO510-059	 30	23.350	    0.056	 0.217	14.134	 0.024
ESO510-059	 36	23.795	    0.085	 0.217	13.975	 0.030
ESO510-059	 42	23.780	    0.084	 0.217	13.842	 0.037
ESO510-059	 48	24.022	    0.104	 0.217	13.721	 0.042
ESO510-059	 54	24.362	    0.142	 0.217	13.629	 0.049
ESO510-059	 60	24.867	    0.227	 0.217	13.557	 0.056
ESO510-059	 66	24.929	    0.240	 0.217	13.508	 0.064
ESO510-059	 72	25.569	    0.432	 0.217	13.474	 0.073
ESO510-059	 78	25.999	    0.642	 0.217	13.447	 0.084
ESO510-059	 84	27.132	    1.821	 0.217	13.429	 0.095
ESO510-059	 90	27.340	    2.205	 0.217	13.423	 0.105
ESO510-059	 96	27.188	    1.917	 0.217	13.419	 0.115
ESO510-059	102	27.438	    2.411	 0.217	13.414	 0.126
ESO510-059	108	27.460	    2.462	 0.217	13.410	 0.138
ESO510-059	114	28.901	    9.276	 0.217	13.408	 0.152
ESO510-059	120	27.893	    3.667	 0.217	13.406	 0.164
ESO510-059	126	28.323	    5.446	 0.217	13.401	 0.176
ESO510-059	132	27.756	    3.230	 0.217	13.397	 0.190
ESO510-059	138	27.697	    3.059	 0.217	13.392	 0.204
ESO510-059	144	27.911	    3.724	 0.217	13.390	 0.219
ESO510-059	150	27.797	    3.351	 0.217	13.389	 0.235
ESO532-014	  6	21.905	    0.016	 0.647	17.694	 0.014
ESO532-014	 12	22.474	    0.025	 0.647	16.730	 0.017
ESO532-014	 18	23.075	    0.043	 0.647	16.376	 0.022
ESO532-014	 24	23.580	    0.068	 0.647	16.154	 0.030
ESO532-014	 30	24.044	    0.104	 0.647	15.988	 0.039
ESO532-014	 36	24.541	    0.164	 0.647	15.853	 0.051
ESO532-014	 42	24.910	    0.230	 0.647	15.762	 0.064
ESO532-014	 48	25.530	    0.406	 0.647	15.690	 0.079
ESO532-014	 54	25.752	    0.498	 0.647	15.620	 0.099
ESO532-014	 60	26.119	    0.697	 0.647	15.575	 0.125
ESO532-014	 66	27.039	    1.625	 0.647	15.541	 0.153
ESO532-014	 72	28.444	    5.920	 0.647	15.527	 0.184
ESO532-014	 78	      	         	 0.647	15.530	 0.217
ESO532-014	 84	28.977	    9.663	 0.647	15.528	 0.251
ESO532-014	 90	      	         	 0.647	15.523	 0.287
ESO532-014	 96	      	         	 0.647	15.542	 0.333
ESO532-014	102	32.109	  172.675	 0.647	15.547	 0.378
ESO532-022	  6	22.063	    0.014	 0.412	17.199	 0.011
ESO532-022	 12	22.658	    0.023	 0.412	16.203	 0.016
ESO532-022	 18	22.772	    0.025	 0.412	15.622	 0.020
ESO532-022	 24	23.427	    0.046	 0.412	15.179	 0.024
ESO532-022	 30	23.729	    0.060	 0.412	14.946	 0.029
ESO532-022	 36	24.018	    0.078	 0.412	14.776	 0.035
ESO532-022	 42	24.773	    0.157	 0.412	14.662	 0.041
ESO532-022	 48	25.391	    0.276	 0.412	14.600	 0.050
ESO532-022	 54	25.814	    0.407	 0.412	14.557	 0.061
ESO532-022	 60	26.310	    0.641	 0.412	14.527	 0.073
ESO532-022	 66	26.851	    1.054	 0.412	14.511	 0.085
ESO532-022	 72	27.543	    1.992	 0.412	14.500	 0.099
ESO532-022	 78	27.834	    2.603	 0.412	14.490	 0.114
ESO532-022	 84	28.287	    3.946	 0.412	14.484	 0.130
ESO532-022	 90	31.469	   73.929	 0.412	14.482	 0.148
ESO532-022	 96	      	         	 0.412	14.485	 0.168
ESO532-032	  6	22.988	    0.031	 0.857	19.743	 0.032
ESO532-032	 12	23.361	    0.039	 0.857	18.363	 0.030
ESO532-032	 18	23.657	    0.049	 0.857	17.653	 0.032
ESO532-032	 24	23.994	    0.066	 0.857	17.185	 0.037
ESO532-032	 30	24.357	    0.090	 0.857	16.873	 0.043
ESO532-032	 36	24.987	    0.160	 0.857	16.715	 0.053
ESO532-032	 42	25.478	    0.250	 0.857	16.634	 0.065
ESO532-032	 48	25.883	    0.361	 0.857	16.566	 0.079
ESO532-032	 54	26.202	    0.483	 0.857	16.529	 0.096
ESO532-032	 60	26.834	    0.862	 0.857	16.501	 0.115
ESO532-032	 66	26.437	    0.597	 0.857	16.476	 0.133
ESO532-032	 72	28.858	    5.536	 0.857	16.459	 0.151
ESO532-032	 78	26.802	    0.832	 0.857	16.445	 0.171
ESO533-028	  6	19.816	    0.002	 0.385	14.769	 0.001
ESO533-028	 12	20.672	    0.003	 0.385	13.905	 0.001
ESO533-028	 18	21.580	    0.005	 0.385	13.509	 0.002
ESO533-028	 24	22.624	    0.013	 0.385	13.348	 0.003
ESO533-028	 30	23.563	    0.031	 0.385	13.276	 0.004
ESO533-028	 36	24.682	    0.087	 0.385	13.246	 0.005
ESO533-028	 42	25.760	    0.233	 0.385	13.231	 0.007
ESO533-028	 48	28.231	    2.261	 0.385	13.227	 0.008
ESO533-028	 54	28.108	    2.012	 0.385	13.227	 0.011
ESO533-028	 60	28.207	    2.198	 0.385	13.226	 0.013
ESO533-028	 66	      	         	 0.385	13.227	 0.016
ESO533-028	 72	      	         	 0.385	13.229	 0.019
ESO533-028	 78	      	         	 0.385	13.230	 0.021
ESO536-003	  6	20.574	    0.003	 0.833	16.794	 0.003
ESO536-003	 12	21.797	    0.007	 0.833	15.926	 0.003
ESO536-003	 18	22.937	    0.017	 0.833	15.620	 0.004
ESO536-003	 24	23.933	    0.041	 0.833	15.493	 0.006
ESO536-003	 30	24.741	    0.083	 0.833	15.438	 0.008
ESO536-003	 36	25.660	    0.191	 0.833	15.412	 0.011
ESO536-003	 42	26.166	    0.301	 0.833	15.395	 0.014
ESO536-003	 48	26.093	    0.279	 0.833	15.380	 0.018
ESO536-003	 54	28.563	    2.691	 0.833	15.368	 0.023
ESO536-003	 60	      	         	 0.833	15.365	 0.029
ESO536-003	 66	29.053	    4.187	 0.833	15.362	 0.035
ESO536-003	 72	26.769	    0.509	 0.833	15.357	 0.042
ESO539-007	  6	22.803	    0.020	 0.154	17.613	 0.015
ESO539-007	 12	23.701	    0.040	 0.154	16.612	 0.020
ESO539-007	 18	24.391	    0.072	 0.154	16.239	 0.029
ESO539-007	 24	24.890	    0.112	 0.154	15.982	 0.041
ESO539-007	 30	25.114	    0.136	 0.154	15.780	 0.054
ESO539-007	 36	25.236	    0.151	 0.154	15.616	 0.065
ESO539-007	 42	25.620	    0.214	 0.154	15.479	 0.077
ESO539-007	 48	26.211	    0.366	 0.154	15.388	 0.093
ESO539-007	 54	26.492	    0.473	 0.154	15.324	 0.111
ESO539-007	 60	27.099	    0.825	 0.154	15.276	 0.131
ESO539-007	 66	27.328	    1.016	 0.154	15.255	 0.153
ESO539-007	 72	      	         	 0.154	15.246	 0.181
ESO539-007	 78	28.380	    2.666	 0.154	15.248	 0.214
ESO539-007	 84	28.768	    3.806	 0.154	15.245	 0.248
ESO540-031	  6	24.189	    0.053	 0.647	20.062	 0.048
ESO540-031	 12	24.176	    0.048	 0.647	18.964	 0.050
ESO540-031	 18	24.496	    0.063	 0.647	18.147	 0.048
ESO540-031	 24	24.662	    0.073	 0.647	17.612	 0.053
ESO540-031	 30	24.498	    0.062	 0.647	17.281	 0.056
ESO540-031	 36	24.838	    0.084	 0.647	17.029	 0.059
ESO540-031	 42	25.001	    0.098	 0.647	16.824	 0.065
ESO540-031	 48	25.453	    0.147	 0.647	16.631	 0.072
ESO540-031	 54	25.638	    0.174	 0.647	16.507	 0.081
ESO540-031	 60	25.947	    0.231	 0.647	16.411	 0.090
ESO540-031	 66	26.027	    0.249	 0.647	16.346	 0.100
ESO540-031	 72	26.455	    0.368	 0.647	16.286	 0.111
ESO540-031	 78	26.934	    0.572	 0.647	16.247	 0.123
ESO540-031	 84	26.780	    0.496	 0.647	16.205	 0.134
ESO540-031	 90	26.831	    0.519	 0.647	16.169	 0.146
ESO540-031	 96	27.370	    0.852	 0.647	16.136	 0.158
ESO540-031	102	27.261	    0.771	 0.647	16.108	 0.170
ESO541-004	  6	20.374	    0.003	 0.543	15.705	 0.002
ESO541-004	 12	21.074	    0.004	 0.543	14.775	 0.003
ESO541-004	 18	21.316	    0.005	 0.543	14.224	 0.003
ESO541-004	 24	21.520	    0.006	 0.543	13.811	 0.004
ESO541-004	 30	21.700	    0.007	 0.543	13.525	 0.004
ESO541-004	 36	21.964	    0.009	 0.543	13.296	 0.005
ESO541-004	 42	22.163	    0.011	 0.543	13.101	 0.006
ESO541-004	 48	22.402	    0.013	 0.543	12.938	 0.007
ESO541-004	 54	22.675	    0.017	 0.543	12.809	 0.007
ESO541-004	 60	22.985	    0.022	 0.543	12.710	 0.008
ESO541-004	 66	23.290	    0.030	 0.543	12.636	 0.009
ESO541-004	 72	23.612	    0.040	 0.543	12.579	 0.011
ESO541-004	 78	23.912	    0.052	 0.543	12.536	 0.012
ESO541-004	 84	24.296	    0.074	 0.543	12.503	 0.013
ESO541-004	 90	24.683	    0.106	 0.543	12.480	 0.015
ESO541-004	 96	25.055	    0.149	 0.543	12.462	 0.017
ESO541-004	102	25.308	    0.188	 0.543	12.448	 0.019
ESO541-004	108	25.615	    0.249	 0.543	12.438	 0.021
ESO541-004	114	26.161	    0.412	 0.543	12.431	 0.023
ESO541-004	120	26.594	    0.613	 0.543	12.427	 0.025
ESO541-004	126	26.844	    0.771	 0.543	12.425	 0.027
ESO541-004	132	27.959	    2.150	 0.543	12.423	 0.029
ESO541-004	138	27.656	    1.626	 0.543	12.422	 0.032
ESO541-004	144	28.926	    5.237	 0.543	12.422	 0.035
ESO541-004	150	29.031	    5.768	 0.543	12.421	 0.038
ESO541-004	156	28.994	    5.571	 0.543	12.421	 0.041
ESO541-004	162	28.269	    2.856	 0.543	12.420	 0.044
ESO541-004	168	27.463	    1.358	 0.543	12.419	 0.047
ESO541-004	174	27.990	    2.208	 0.543	12.418	 0.050
ESO541-004	180	28.272	    2.860	 0.543	12.417	 0.053
ESO541-004	186	27.402	    1.283	 0.543	12.416	 0.056
ESO541-004	192	27.400	    1.281	 0.543	12.415	 0.060
ESO541-005	  6	22.322	    0.011	 0.583	17.886	 0.010
ESO541-005	 12	22.953	    0.017	 0.583	16.849	 0.012
ESO541-005	 18	23.459	    0.026	 0.583	16.344	 0.015
ESO541-005	 24	24.046	    0.044	 0.583	16.013	 0.020
ESO541-005	 30	24.096	    0.045	 0.583	15.776	 0.025
ESO541-005	 36	25.584	    0.174	 0.583	15.624	 0.031
ESO541-005	 42	25.960	    0.244	 0.583	15.566	 0.039
ESO541-005	 48	26.460	    0.384	 0.583	15.525	 0.048
ESO541-005	 54	27.112	    0.697	 0.583	15.493	 0.059
ESO541-005	 60	27.846	    1.364	 0.583	15.470	 0.069
ESO541-005	 66	27.436	    0.932	 0.583	15.463	 0.081
ESO544-027	  6	19.660	    0.002	 0.643	14.999	 0.001
ESO544-027	 12	21.006	    0.004	 0.643	14.227	 0.001
ESO544-027	 18	21.761	    0.007	 0.643	13.940	 0.002
ESO544-027	 24	22.657	    0.015	 0.643	13.784	 0.002
ESO544-027	 30	23.535	    0.034	 0.643	13.716	 0.003
ESO544-027	 36	24.683	    0.096	 0.643	13.685	 0.005
ESO544-027	 42	25.448	    0.192	 0.643	13.675	 0.006
ESO544-027	 48	26.391	    0.456	 0.643	13.670	 0.008
ESO544-027	 54	27.048	    0.830	 0.643	13.667	 0.009
ESO544-027	 60	27.423	    1.168	 0.643	13.666	 0.011
ESO544-027	 66	28.125	    2.223	 0.643	13.664	 0.013
ESO544-027	 72	      	         	 0.643	13.666	 0.016
ESO544-027	 78	      	         	 0.643	13.668	 0.018
ESO544-027	 84	30.752	   24.823	 0.643	13.669	 0.021
ESO544-027	 90	      	         	 0.643	13.670	 0.024
ESO544-027	 96	      	         	 0.643	13.672	 0.028
ESO544-030	  6	21.447	    0.007	 0.348	16.771	 0.007
ESO544-030	 12	21.612	    0.008	 0.348	15.446	 0.007
ESO544-030	 18	21.790	    0.009	 0.348	14.724	 0.007
ESO544-030	 24	22.094	    0.012	 0.348	14.207	 0.008
ESO544-030	 30	22.450	    0.016	 0.348	13.869	 0.009
ESO544-030	 36	22.872	    0.023	 0.348	13.648	 0.011
ESO544-030	 42	23.377	    0.037	 0.348	13.499	 0.013
ESO544-030	 48	23.798	    0.054	 0.348	13.405	 0.016
ESO544-030	 54	24.284	    0.085	 0.348	13.342	 0.019
ESO544-030	 60	24.746	    0.130	 0.348	13.299	 0.022
ESO544-030	 66	25.260	    0.208	 0.348	13.270	 0.026
ESO544-030	 72	25.701	    0.312	 0.348	13.249	 0.030
ESO544-030	 78	26.250	    0.517	 0.348	13.235	 0.035
ESO544-030	 84	26.789	    0.849	 0.348	13.225	 0.040
ESO544-030	 90	27.225	    1.267	 0.348	13.220	 0.045
ESO544-030	 96	27.552	    1.713	 0.348	13.216	 0.050
ESO544-030	102	27.928	    2.421	 0.348	13.213	 0.055
ESO544-030	108	28.108	    2.856	 0.348	13.211	 0.060
ESO544-030	114	30.372	   22.977	 0.348	13.208	 0.067
ESO545-002	  6	22.473	    0.018	 0.571	18.004	 0.014
ESO545-002	 12	22.781	    0.021	 0.571	16.961	 0.016
ESO545-002	 18	23.069	    0.027	 0.571	16.273	 0.020
ESO545-002	 24	23.363	    0.035	 0.571	15.813	 0.024
ESO545-002	 30	23.637	    0.045	 0.571	15.467	 0.027
ESO545-002	 36	23.883	    0.056	 0.571	15.246	 0.031
ESO545-002	 42	24.237	    0.077	 0.571	15.075	 0.036
ESO545-002	 48	24.449	    0.093	 0.571	14.935	 0.042
ESO545-002	 54	24.916	    0.142	 0.571	14.823	 0.049
ESO545-002	 60	25.389	    0.220	 0.571	14.743	 0.057
ESO545-002	 66	25.985	    0.380	 0.571	14.697	 0.066
ESO545-002	 72	26.446	    0.580	 0.571	14.670	 0.076
ESO545-002	 78	26.876	    0.861	 0.571	14.652	 0.087
ESO545-002	 84	27.083	    1.041	 0.571	14.638	 0.098
ESO545-003	  6	21.116	    0.005	 0.733	17.321	 0.005
ESO545-003	 12	21.889	    0.009	 0.733	16.223	 0.005
ESO545-003	 18	22.680	    0.017	 0.733	15.777	 0.007
ESO545-003	 24	23.405	    0.033	 0.733	15.591	 0.009
ESO545-003	 30	23.962	    0.054	 0.733	15.479	 0.012
ESO545-003	 36	24.543	    0.091	 0.733	15.399	 0.016
ESO545-003	 42	25.349	    0.189	 0.733	15.342	 0.021
ESO545-003	 48	25.936	    0.322	 0.733	15.313	 0.027
ESO545-003	 54	26.571	    0.575	 0.733	15.298	 0.034
ESO545-003	 60	26.370	    0.476	 0.733	15.285	 0.041
ESO545-003	 66	27.114	    0.942	 0.733	15.277	 0.049
ESO545-003	 72	28.433	    3.165	 0.733	15.273	 0.057
ESO545-003	 78	28.245	    2.655	 0.733	15.271	 0.066
ESO545-003	 84	29.442	    7.976	 0.733	15.271	 0.076
ESO545-003	 90	      	         	 0.733	15.275	 0.086
ESO545-003	 96	32.392	  120.435	 0.733	15.279	 0.098
ESO545-005	  6	19.280	    0.001	 0.654	14.871	 0.001
ESO545-005	 12	20.420	    0.003	 0.654	14.133	 0.001
ESO545-005	 18	21.165	    0.005	 0.654	13.778	 0.002
ESO545-005	 24	21.695	    0.007	 0.654	13.558	 0.002
ESO545-005	 30	22.115	    0.010	 0.654	13.398	 0.003
ESO545-005	 36	22.479	    0.014	 0.654	13.281	 0.004
ESO545-005	 42	22.940	    0.022	 0.654	13.195	 0.005
ESO545-005	 48	23.320	    0.031	 0.654	13.135	 0.006
ESO545-005	 54	23.756	    0.046	 0.654	13.093	 0.007
ESO545-005	 60	24.278	    0.074	 0.654	13.062	 0.008
ESO545-005	 66	24.538	    0.094	 0.654	13.038	 0.010
ESO545-005	 72	24.981	    0.141	 0.654	13.020	 0.012
ESO545-005	 78	25.409	    0.209	 0.654	13.009	 0.013
ESO545-005	 84	25.659	    0.263	 0.654	13.001	 0.015
ESO545-005	 90	26.271	    0.461	 0.654	12.995	 0.017
ESO545-005	 96	26.451	    0.544	 0.654	12.989	 0.020
ESO545-005	102	26.336	    0.489	 0.654	12.983	 0.022
ESO545-005	108	26.898	    0.819	 0.654	12.980	 0.024
ESO545-005	114	26.783	    0.736	 0.654	12.976	 0.027
ESO545-005	120	27.307	    1.192	 0.654	12.972	 0.030
ESO545-005	126	27.291	    1.175	 0.654	12.969	 0.033
ESO545-005	132	29.007	    5.702	 0.654	12.967	 0.036
ESO545-005	138	27.325	    1.211	 0.654	12.964	 0.039
ESO545-005	144	27.472	    1.386	 0.654	12.961	 0.043
ESO545-005	150	27.503	    1.426	 0.654	12.959	 0.046
ESO545-016	  6	22.770	    0.018	 0.167	17.760	 0.015
ESO545-016	 12	23.407	    0.029	 0.167	16.548	 0.018
ESO545-016	 18	23.731	    0.038	 0.167	16.007	 0.023
ESO545-016	 24	24.185	    0.056	 0.167	15.686	 0.029
ESO545-016	 30	24.526	    0.076	 0.167	15.444	 0.036
ESO545-016	 36	24.763	    0.094	 0.167	15.252	 0.044
ESO545-016	 42	24.839	    0.101	 0.167	15.077	 0.050
ESO545-016	 48	25.315	    0.155	 0.167	14.953	 0.058
ESO545-016	 54	25.484	    0.181	 0.167	14.859	 0.067
ESO545-016	 60	25.799	    0.241	 0.167	14.774	 0.077
ESO545-016	 66	26.553	    0.482	 0.167	14.724	 0.089
ESO545-016	 72	26.922	    0.676	 0.167	14.694	 0.102
ESO545-016	 78	27.364	    1.014	 0.167	14.669	 0.117
ESO545-016	 84	28.276	    2.346	 0.167	14.651	 0.133
ESO545-016	 90	28.295	    2.385	 0.167	14.639	 0.149
ESO545-016	 96	31.464	   44.135	 0.167	14.636	 0.168
ESO546-034	  6	23.316	    0.039	 0.583	19.219	 0.039
ESO546-034	 12	23.709	    0.051	 0.583	17.831	 0.038
ESO546-034	 18	24.149	    0.074	 0.583	17.202	 0.045
ESO546-034	 24	24.293	    0.083	 0.583	16.796	 0.053
ESO546-034	 30	24.746	    0.125	 0.583	16.527	 0.064
ESO546-034	 36	25.229	    0.193	 0.583	16.359	 0.079
ESO546-034	 42	25.827	    0.334	 0.583	16.255	 0.098
ESO546-034	 48	26.652	    0.711	 0.583	16.185	 0.119
ESO546-034	 54	26.630	    0.695	 0.583	16.156	 0.144
ESO546-034	 60	27.072	    1.042	 0.583	16.122	 0.169
ESO546-034	 66	27.588	    1.673	 0.583	16.094	 0.199
ESO547-005	  6	22.814	    0.024	 0.308	17.899	 0.020
ESO547-005	 12	23.248	    0.034	 0.308	16.678	 0.024
ESO547-005	 18	23.513	    0.042	 0.308	16.082	 0.028
ESO547-005	 24	23.989	    0.064	 0.308	15.699	 0.035
ESO547-005	 30	24.794	    0.133	 0.308	15.483	 0.044
ESO547-005	 36	25.250	    0.202	 0.308	15.369	 0.056
ESO547-005	 42	25.958	    0.386	 0.308	15.298	 0.068
ESO547-005	 48	26.470	    0.617	 0.308	15.263	 0.082
ESO547-005	 54	      	         	 0.308	15.250	 0.099
ESO547-005	 60	27.176	    1.178	 0.308	15.237	 0.118
ESO547-005	 66	27.151	    1.149	 0.308	15.215	 0.136
ESO547-012	  6	22.505	    0.025	 0.846	19.201	 0.024
ESO547-012	 12	23.134	    0.041	 0.846	18.028	 0.028
ESO547-012	 18	23.736	    0.069	 0.846	17.515	 0.037
ESO547-012	 24	24.268	    0.111	 0.846	17.234	 0.050
ESO547-012	 30	24.907	    0.198	 0.846	17.038	 0.065
ESO547-012	 36	25.291	    0.280	 0.846	16.943	 0.085
ESO547-012	 42	25.767	    0.432	 0.846	16.874	 0.107
ESO547-012	 48	27.177	    1.580	 0.846	16.832	 0.134
ESO547-012	 54	27.904	    3.077	 0.846	16.815	 0.167
ESO547-012	 60	28.095	    3.662	 0.846	16.812	 0.204
ESO547-012	 66	27.679	    2.492	 0.846	16.802	 0.245
ESO547-012	 72	27.559	    2.227	 0.846	16.782	 0.289
ESO547-012	 78	28.743	    6.624	 0.846	16.765	 0.337
ESO547-012	 84	28.296	    4.384	 0.846	16.732	 0.382
ESO547-020	  6	23.114	    0.030	 0.214	18.090	 0.024
ESO547-020	 12	23.686	    0.047	 0.214	16.973	 0.030
ESO547-020	 18	24.060	    0.065	 0.214	16.528	 0.038
ESO547-020	 24	24.413	    0.089	 0.214	16.198	 0.046
ESO547-020	 30	24.737	    0.119	 0.214	15.958	 0.057
ESO547-020	 36	25.147	    0.172	 0.214	15.787	 0.070
ESO547-020	 42	25.531	    0.244	 0.214	15.648	 0.085
ESO547-020	 48	25.727	    0.292	 0.214	15.543	 0.102
ESO547-020	 54	26.326	    0.505	 0.214	15.455	 0.124
ESO547-020	 60	26.804	    0.784	 0.214	15.400	 0.150
ESO547-020	 66	27.247	    1.177	 0.214	15.361	 0.178
