#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-02-16T19:38:43 [V7.5.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-02-16T19:38:43	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/MNRAS/388/500&-out.max=unlimited	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.4	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_73880500
#Name: J/MNRAS/388/500
#Title: GHASP: H{alpha} data cubes for 108 galaxies (Epinat+, 2008)
#INFO	ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/mnras/388/500	    IVOID of underlying data collection
#INFO	creator=Epinat B.	    First author or institution
#INFO	cites=bibcode:2008MNRAS.388..500E	    Article or Data origin sources
#INFO	journal=MNRA	    Journal name
#INFO	original_date=2008	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/388/500	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.73880500	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-07	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_388_500_galaxies:
#Name: J/MNRAS/388/500/galaxies
#Title: Model and galaxy parameters
#Column	Name	(a9)	Name	[ucd=meta.id;meta.main]
#Column	Vsys-L	(I4)	Systemic velocity found in HyperLeda data base	[ucd=phys.veloc]
#Column	Vsys-FP	(I4)	? Systemic velocity deduced from our velocity field analysis	[ucd=phys.veloc]
#Column	i-L	(I2)	Morphological inclination from HyperLeda	[ucd=src.morph]
#Column	i-FP	(I2)	? Inclination deduced from the analysis of our velocity field	[ucd=src.orbital.inclination]
#Column	l_Vres	(A1)	Limit flag on Res	[ucd=meta.code.error]
#Column	Vres	(F7.1)	? Mean residual velocity in the whole velocity field	[ucd=stat.fit.residual;phys.veloc;stat.mean]
#Column	sigres	(I2)	? Residual velocity dispersion in the whole velocity field	[ucd=stat.fit.residual;phys.veloc]
#Column	chi2	(F4.1)	? Reduced {chi}^2^ of the model	[ucd=stat.fit.chi2]
#Column	T	(F4.1)	RC3 morphological type from HyperLeda data base	[ucd=src.morph.type]
#Column	MType	(a11)	Morphological type from the HyperLeda data base	[ucd=src.morph.type]
#Column	Dist	(F5.1)	Distance (1)	[ucd=pos.distance]
#Column	i	(I2)	Inclination derived from the axial ratio, arccos(b/a)	[ucd=src.orbital.inclination]
#Column	D25	(I3)	Isophotal radius at the limiting surface brightness of 25Bmag/arcsec^2^	[ucd=phys.angSize]
#Column	Vmax	(I3)	? Maximum velocity (3)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	q_Vmax	(I1)	[1/4]? Quality flag on Vmax (5)	[ucd=meta.code.qual]
#Column	Simbad	(a6)	Simbad column added by the CDS	[ucd=]
#Column	NED	(A3)	Simbad column added by the CDS	[ucd=]
#Column	LEDA	(A4)	Simbad column added by the CDS	[ucd=]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
Name	Vsys-L	Vsys-FP	i-L	i-FP	l_Vres	Vres	sigres	chi2	T	MType	Dist	i	D25	Vmax	q_Vmax	Simbad	NED	LEDA	_RA	_DE
UGC 5786 	 2.28	 0.01	 33.1	 0.1	 56	  4	24	r
UGC 5786 	 2.31	 0.01	 33.6	 0.1	 44	  3	24	a
UGC 5786 	 2.31	 0.01	 33.6	 0.1	 45	  5	24	r
UGC 5786 	 2.32	 0.01	 33.7	 0.1	 52	  4	24	a
UGC 5786 	 2.34	 0.01	 34.0	 0.1	 53	  4	24	r
UGC 5786 	 2.36	 0.01	 34.3	 0.1	 44	  3	24	a
UGC 5786 	 2.38	 0.01	 34.6	 0.1	 54	  1	24	a
UGC 5786 	 2.38	 0.01	 34.6	 0.1	 62	  4	24	r
UGC 5786 	 2.41	 0.01	 35.0	 0.1	 46	  2	24	a
UGC 5786 	 2.41	 0.00	 35.0	 0.0	 56	  4	24	r
UGC 5786 	 2.44	 0.01	 35.4	 0.1	 47	  3	24	a
UGC 5786 	 2.44	 0.01	 35.4	 0.1	 60	  6	24	r
UGC 5786 	 2.46	 0.01	 35.7	 0.1	 44	  3	24	a
UGC 5786 	 2.46	 0.01	 35.7	 0.1	 49	  5	24	r
UGC 5786 	 2.48	 0.01	 36.0	 0.1	 47	  3	24	a
UGC 5786 	 2.49	 0.01	 36.2	 0.1	 59	  4	24	r
UGC 5786 	 2.51	 0.01	 36.5	 0.1	 45	  2	24	a
UGC 5786 	 2.52	 0.01	 36.6	 0.1	 66	  4	24	r
UGC 5786 	 2.53	 0.00	 36.7	 0.0	 37	  3	24	a
UGC 5786 	 2.55	 0.01	 37.0	 0.1	 46	  3	24	a
UGC 5786 	 2.55	 0.01	 37.0	 0.1	 61	  3	24	r
UGC 5786 	 2.57	 0.00	 37.3	 0.0	 49	  3	24	a
UGC 5786 	 2.58	 0.01	 37.5	 0.1	 68	  3	24	r
UGC 5786 	 2.59	 0.01	 37.6	 0.1	 48	  2	24	a
UGC 5786 	 2.61	 0.01	 37.9	 0.1	 59	  4	24	r
UGC 5786 	 2.62	 0.01	 38.1	 0.1	 44	  3	24	a
UGC 5786 	 2.64	 0.01	 38.3	 0.1	 61	  3	24	r
UGC 5786 	 2.65	 0.01	 38.5	 0.1	 44	  3	24	a
UGC 5786 	 2.67	 0.01	 38.8	 0.1	 47	  2	24	a
UGC 5786 	 2.67	 0.01	 38.8	 0.1	 69	  2	24	r
UGC 5786 	 2.69	 0.01	 39.1	 0.1	 45	  3	24	a
UGC 5786 	 2.70	 0.01	 39.2	 0.1	 59	  5	24	r
UGC 5786 	 2.72	 0.01	 39.5	 0.1	 55	  2	24	a
UGC 5786 	 2.72	 0.01	 39.5	 0.1	 70	  2	24	r
UGC 5786 	 2.75	 0.01	 39.9	 0.1	 48	  3	24	a
UGC 5786 	 2.75	 0.01	 39.9	 0.1	 68	  3	24	r
UGC 5786 	 2.78	 0.01	 40.4	 0.1	 51	  2	24	a
UGC 5786 	 2.78	 0.01	 40.4	 0.1	 66	  4	24	r
UGC 5786 	 2.81	 0.01	 40.8	 0.1	 45	  3	24	a
UGC 5786 	 2.81	 0.01	 40.8	 0.1	 60	  3	24	r
UGC 5786 	 2.84	 0.01	 41.3	 0.1	 56	  3	24	a
UGC 5786 	 2.84	 0.01	 41.3	 0.1	 66	  4	24	r
UGC 5786 	 2.87	 0.01	 41.7	 0.1	 74	  3	24	r
UGC 5786 	 2.88	 0.01	 41.8	 0.1	 55	  2	24	a
UGC 5786 	 2.90	 0.01	 42.1	 0.1	 53	  3	24	a
UGC 5786 	 2.90	 0.01	 42.1	 0.1	 65	  4	24	r
UGC 5786 	 2.92	 0.01	 42.4	 0.1	 73	  4	24	r
UGC 5786 	 2.93	 0.01	 42.6	 0.1	 58	  2	24	a
UGC 5786 	 2.96	 0.01	 43.0	 0.1	 72	  5	24	r
UGC 5786 	 2.97	 0.01	 43.1	 0.1	 54	  3	24	a
UGC 5786 	 2.99	 0.01	 43.4	 0.1	 69	  4	24	r
UGC 5786 	 3.01	 0.01	 43.7	 0.1	 49	  2	24	a
UGC 5786 	 3.02	 0.01	 43.9	 0.1	 77	  4	24	r
UGC 5786 	 3.04	 0.01	 44.2	 0.1	 62	  3	24	a
UGC 5786 	 3.05	 0.01	 44.3	 0.1	 70	  4	24	r
UGC 5786 	 3.08	 0.01	 44.7	 0.1	 55	  3	24	a
UGC 5786 	 3.08	 0.01	 44.7	 0.1	 80	  5	24	r
UGC 5786 	 3.11	 0.01	 45.2	 0.1	 77	  5	24	r
UGC 5786 	 3.12	 0.01	 45.3	 0.1	 62	  3	24	a
UGC 5786 	 3.14	 0.01	 45.6	 0.1	 78	  6	24	r
UGC 5786 	 3.15	 0.01	 45.8	 0.1	 59	  3	24	a
UGC 5786 	 3.17	 0.01	 46.0	 0.1	 84	  6	24	r
UGC 5786 	 3.19	 0.01	 46.3	 0.1	 54	  4	24	a
UGC 5786 	 3.21	 0.01	 46.6	 0.1	 85	  6	24	r
UGC 5786 	 3.23	 0.01	 46.9	 0.1	 59	  3	24	a
UGC 5786 	 3.24	 0.01	 47.1	 0.1	 74	  7	24	r
UGC 5786 	 3.26	 0.01	 47.4	 0.1	 58	  2	24	a
UGC 5786 	 3.27	 0.01	 47.5	 0.1	 84	  6	24	r
UGC 5786 	 3.29	 0.01	 47.8	 0.1	 64	  4	24	a
UGC 5786 	 3.30	 0.01	 47.9	 0.1	 81	  6	24	r
UGC 5786 	 3.32	 0.01	 48.2	 0.1	 56	  3	24	a
UGC 5786 	 3.34	 0.01	 48.5	 0.1	 80	  6	24	r
UGC 5786 	 3.36	 0.01	 48.8	 0.1	 54	  2	24	a
UGC 5786 	 3.37	 0.01	 49.0	 0.1	 95	  7	24	r
UGC 5786 	 3.39	 0.01	 49.2	 0.1	 58	  5	24	a
UGC 5786 	 3.41	 0.01	 49.5	 0.1	 84	  5	24	r
UGC 5786 	 3.42	 0.01	 49.7	 0.1	 54	  4	24	a
UGC 5786 	 3.44	 0.01	 50.0	 0.1	 79	  6	24	r
UGC 5786 	 3.46	 0.01	 50.3	 0.1	 56	  1	24	a
UGC 5786 	 3.47	 0.01	 50.4	 0.1	 84	  6	24	r
UGC 5786 	 3.50	 0.01	 50.8	 0.1	 66	  4	24	a
UGC 5786 	 3.52	 0.01	 51.1	 0.1	 81	  5	24	r
UGC 5786 	 3.54	 0.01	 51.4	 0.1	 58	  2	24	a
UGC 5786 	 3.56	 0.01	 51.7	 0.1	 72	  6	24	r
UGC 5786 	 3.59	 0.02	 52.1	 0.3	 68	  4	24	a
UGC 5786 	 3.61	 0.02	 52.4	 0.3	 76	  6	24	r
UGC 5786 	 3.64	 0.01	 52.9	 0.1	 76	  4	24	a
UGC 5786 	 3.66	 0.02	 53.2	 0.3	 89	  7	24	r
UGC 5786 	 3.69	 0.02	 53.6	 0.3	 65	  3	24	a
UGC 5786 	 3.71	 0.01	 53.9	 0.1	 76	  3	24	r
UGC 5786 	 3.74	 0.02	 54.3	 0.3	 69	  3	24	a
UGC 5786 	 3.78	 0.02	 54.9	 0.3	 72	  5	24	r
UGC 5786 	 3.81	 0.02	 55.3	 0.3	 81	  3	24	a
UGC 5786 	 3.83	 0.01	 55.6	 0.1	 80	  5	24	r
UGC 5786 	 3.88	 0.02	 56.4	 0.3	 80	  3	24	a
UGC 5786 	 3.90	 0.02	 56.7	 0.3	 76	  5	24	r
UGC 5786 	 3.92	 0.02	 56.9	 0.3	 77	  4	24	a
UGC 5786 	 3.96	 0.02	 57.5	 0.3	 76	  6	24	r
UGC 5786 	 3.98	 0.01	 57.8	 0.1	 85	  2	24	a
UGC 5786 	 4.03	 0.02	 58.5	 0.3	 87	  3	24	a
UGC 5786 	 4.05	 0.03	 58.8	 0.4	 72	  5	24	r
UGC 5786 	 4.09	 0.01	 59.4	 0.1	 85	  3	24	a
UGC 5786 	 4.14	 0.01	 60.1	 0.1	 87	  4	24	a
UGC 5786 	 4.14	 0.02	 60.1	 0.3	 72	  5	24	r
UGC 5786 	 4.18	 0.01	 60.7	 0.1	 81	  4	24	a
UGC 5786 	 4.24	 0.02	 61.6	 0.3	 92	  6	24	a
UGC 5786 	 4.24	 0.03	 61.6	 0.4	 71	  5	24	r
UGC 5786 	 4.29	 0.01	 62.3	 0.1	 84	  9	24	a
UGC 5786 	 4.33	 0.03	 62.9	 0.4	 55	  6	24	r
UGC 5786 	 4.36	 0.02	 63.3	 0.3	107	 12	24	a
UGC 5786 	 4.42	 0.02	 64.2	 0.3	 98	  7	24	a
UGC 5786 	 4.44	 0.04	 64.5	 0.6	 56	  8	24	r
UGC 5786 	 4.49	 0.03	 65.2	 0.4	 97	  7	24	a
UGC 5786 	 4.56	 0.02	 66.2	 0.3	103	  8	24	a
UGC 5786 	 4.58	 0.04	 66.5	 0.6	 57	  5	24	r
UGC 5786 	 4.62	 0.02	 67.1	 0.3	 97	  6	24	a
UGC 5786 	 4.68	 0.02	 68.0	 0.3	 95	  4	24	a
UGC 5786 	 4.72	 0.05	 68.6	 0.7	 56	  4	24	r
UGC 5786 	 4.75	 0.02	 69.0	 0.3	 92	  1	24	a
UGC 5786 	 4.81	 0.02	 69.9	 0.3	101	  4	24	a
UGC 5786 	 4.89	 0.03	 71.0	 0.4	 94	  7	24	a
UGC 5786 	 4.89	 0.04	 71.0	 0.6	 49	  5	24	r
UGC 5786 	 4.96	 0.02	 72.0	 0.3	103	  6	24	a
UGC 5786 	 5.01	 0.03	 72.8	 0.4	 43	  5	24	r
UGC 5786 	 5.07	 0.03	 73.6	 0.4	106	  8	24	a
UGC 5786 	 5.16	 0.05	 75.0	 0.7	 60	  5	24	r
UGC 5786 	 5.18	 0.04	 75.2	 0.6	107	  8	24	a
UGC 5786 	 5.35	 0.06	 77.7	 0.9	 36	  9	24	r
UGC 5786 	 5.36	 0.07	 77.9	 1.0	113	  7	24	a
UGC 5786 	 5.62	 0.07	 81.6	 1.0	156	 10	24	a
UGC 5786 	 5.65	 0.14	 82.1	 2.0	 33	 11	24	r
UGC 5786 	 5.97	 0.13	 86.7	 1.9	155	  9	24	a
UGC 5786 	 6.08	 0.12	 88.3	 1.7	 -5	 27	13	r
UGC 5786 	 6.44	 0.11	 93.5	 1.6	220	 12	24	a
UGC 5786 	 6.83	 0.14	 99.2	 2.0	236	 11	24	a
UGC 5786 	 7.65	 0.37	111.1	 5.4	253	  9	24	a
UGC 5786 	 9.43	 0.55	137.0	 8.0	259	  8	24	a
UGC 5786 	10.86	 0.36	157.7	 5.2	257	  6	24	a
UGC 5786 	12.28	 0.64	178.4	 9.3	235	  9	14	a
UGC 5840 	 0.03	 0.01	  0.9	 0.3	 23	  9	 5	a
UGC 5840 	 0.04	 0.01	  1.2	 0.3	-49	 11	 7	r
UGC 5840 	 0.08	 0.02	  2.4	 0.6	 38	 10	17	a
UGC 5840 	 0.08	 0.01	  2.4	 0.3	-39	  7	11	r
UGC 5840 	 0.13	 0.01	  3.9	 0.3	-11	 16	 5	a
UGC 5840 	 0.13	 0.02	  3.9	 0.6	 14	 14	 8	r
UGC 5840 	 0.19	 0.02	  5.7	 0.6	 12	 22	 6	a
UGC 5840 	 0.20	 0.00	  6.0	 0.0	 44	 73	 1	r
UGC 5840 	 0.24	 0.02	  7.2	 0.6	-10	 51	 2	a
UGC 5840 	 0.24	 0.01	  7.2	 0.3	 33	 19	 2	r
UGC 5840 	 0.29	 0.01	  8.7	 0.3	107	 73	 2	r
UGC 5840 	 0.30	 0.02	  9.0	 0.6	 89	 35	 3	a
UGC 5840 	 0.33	 0.00	  9.9	 0.0	103	 73	 1	r
UGC 5840 	 0.36	 0.00	 10.8	 0.0	 55	 16	 2	a
UGC 5840 	 0.39	 0.01	 11.7	 0.3	 96	 37	 2	a
UGC 5840 	 0.41	 0.01	 12.3	 0.3	103	 23	 3	r
UGC 5840 	 0.46	 0.02	 13.8	 0.6	153	 23	 7	a
UGC 5840 	 0.48	 0.00	 14.3	 0.0	127	 23	 4	r
UGC 5840 	 0.51	 0.02	 15.2	 0.6	137	 15	 5	r
UGC 5840 	 0.52	 0.01	 15.5	 0.3	127	 47	 2	a
UGC 5840 	 0.57	 0.01	 17.0	 0.3	158	 15	 8	a
UGC 5840 	 0.57	 0.01	 17.0	 0.3	154	 21	 6	r
UGC 5840 	 0.61	 0.02	 18.2	 0.6	141	 15	 7	a
UGC 5840 	 0.63	 0.01	 18.8	 0.3	183	 15	 5	r
UGC 5840 	 0.68	 0.02	 20.3	 0.6	164	 10	16	a
UGC 5840 	 0.68	 0.01	 20.3	 0.3	151	 13	14	r
UGC 5840 	 0.74	 0.01	 22.1	 0.3	150	 18	14	a
UGC 5840 	 0.74	 0.01	 22.1	 0.3	181	  8	21	r
UGC 5840 	 0.78	 0.01	 23.3	 0.3	161	 12	21	a
UGC 5840 	 0.78	 0.01	 23.3	 0.3	165	  8	21	r
UGC 5840 	 0.82	 0.01	 24.5	 0.3	171	 11	21	a
UGC 5840 	 0.82	 0.01	 24.5	 0.3	163	  8	21	r
UGC 5840 	 0.85	 0.01	 25.4	 0.3	163	  9	21	r
UGC 5840 	 0.87	 0.01	 26.0	 0.3	170	 11	21	a
UGC 5840 	 0.87	 0.01	 26.0	 0.3	168	  8	21	r
UGC 5840 	 0.89	 0.01	 26.6	 0.3	187	  6	21	a
UGC 5840 	 0.90	 0.01	 26.9	 0.3	159	  7	21	r
UGC 5840 	 0.92	 0.01	 27.5	 0.3	154	 10	21	r
UGC 5840 	 0.93	 0.00	 27.8	 0.0	157	  9	21	a
UGC 5840 	 0.94	 0.01	 28.1	 0.3	150	 11	21	r
UGC 5840 	 0.96	 0.01	 28.7	 0.3	169	  9	21	a
UGC 5840 	 0.96	 0.01	 28.7	 0.3	143	  8	21	r
UGC 5840 	 0.98	 0.01	 29.3	 0.3	140	  8	21	r
UGC 5840 	 0.99	 0.01	 29.6	 0.3	186	  7	21	a
UGC 5840 	 1.00	 0.01	 29.9	 0.3	158	 10	21	r
UGC 5840 	 1.01	 0.01	 30.2	 0.3	183	  6	21	a
UGC 5840 	 1.01	 0.00	 30.2	 0.0	166	 11	21	r
UGC 5840 	 1.03	 0.01	 30.8	 0.3	172	 13	21	r
UGC 5840 	 1.04	 0.01	 31.1	 0.3	184	  8	21	a
UGC 5840 	 1.05	 0.01	 31.4	 0.3	174	 11	21	r
UGC 5840 	 1.07	 0.01	 32.0	 0.3	197	  8	21	a
UGC 5840 	 1.07	 0.01	 32.0	 0.3	161	  8	21	r
UGC 5840 	 1.09	 0.01	 32.6	 0.3	187	  9	21	a
UGC 5840 	 1.09	 0.01	 32.6	 0.3	164	  9	21	r
UGC 5840 	 1.11	 0.01	 33.2	 0.3	204	  8	21	a
UGC 5840 	 1.11	 0.01	 33.2	 0.3	156	  8	21	r
UGC 5840 	 1.14	 0.01	 34.1	 0.3	215	  8	21	a
UGC 5840 	 1.14	 0.01	 34.1	 0.3	146	  9	21	r
UGC 5840 	 1.16	 0.01	 34.7	 0.3	196	  6	21	a
UGC 5840 	 1.16	 0.01	 34.7	 0.3	148	  8	21	r
UGC 5840 	 1.18	 0.00	 35.3	 0.0	208	  7	21	a
UGC 5840 	 1.19	 0.01	 35.6	 0.3	201	  9	21	a
UGC 5840 	 1.19	 0.01	 35.6	 0.3	158	  6	21	r
UGC 5840 	 1.21	 0.01	 36.2	 0.3	205	  7	21	a
UGC 5840 	 1.22	 0.01	 36.5	 0.3	174	  9	21	r
UGC 5840 	 1.24	 0.01	 37.1	 0.3	200	  8	21	a
UGC 5840 	 1.26	 0.01	 37.7	 0.3	211	  7	21	a
UGC 5840 	 1.26	 0.01	 37.7	 0.3	151	  8	21	r
UGC 5840 	 1.29	 0.01	 38.6	 0.3	211	  8	21	a
UGC 5840 	 1.30	 0.00	 38.9	 0.0	209	  9	21	a
UGC 5840 	 1.30	 0.02	 38.9	 0.6	175	  9	21	r
UGC 5840 	 1.33	 0.01	 39.8	 0.3	215	  8	21	a
UGC 5840 	 1.35	 0.01	 40.4	 0.3	204	  8	21	a
UGC 5840 	 1.35	 0.01	 40.4	 0.3	170	  7	21	r
UGC 5840 	 1.37	 0.01	 41.0	 0.3	227	  7	21	a
UGC 5840 	 1.39	 0.01	 41.6	 0.3	222	 12	21	a
UGC 5840 	 1.39	 0.01	 41.6	 0.3	173	  7	21	r
UGC 5840 	 1.41	 0.01	 42.1	 0.3	233	  9	21	a
UGC 5840 	 1.42	 0.01	 42.4	 0.3	167	  9	21	r
UGC 5840 	 1.43	 0.01	 42.7	 0.3	239	 13	21	a
UGC 5840 	 1.45	 0.01	 43.3	 0.3	225	 13	21	a
UGC 5840 	 1.45	 0.01	 43.3	 0.3	163	  6	21	r
UGC 5840 	 1.47	 0.01	 43.9	 0.3	235	 12	21	a
UGC 5840 	 1.48	 0.01	 44.2	 0.3	159	  8	21	r
UGC 5840 	 1.49	 0.01	 44.5	 0.3	257	  9	21	a
UGC 5840 	 1.51	 0.01	 45.1	 0.3	251	 10	21	a
UGC 5840 	 1.51	 0.01	 45.1	 0.3	168	  7	21	r
UGC 5840 	 1.53	 0.01	 45.7	 0.3	225	 12	21	a
UGC 5840 	 1.54	 0.01	 46.0	 0.3	149	  7	21	r
UGC 5840 	 1.55	 0.01	 46.3	 0.3	236	  9	21	a
UGC 5840 	 1.57	 0.00	 46.9	 0.0	251	 11	21	a
UGC 5840 	 1.57	 0.01	 46.9	 0.3	156	  8	21	r
UGC 5840 	 1.59	 0.01	 47.5	 0.3	236	  9	21	a
UGC 5840 	 1.61	 0.01	 48.1	 0.3	232	 10	21	a
UGC 5840 	 1.61	 0.01	 48.1	 0.3	152	  7	21	r
UGC 5840 	 1.63	 0.01	 48.7	 0.3	235	  8	21	a
UGC 5840 	 1.65	 0.01	 49.3	 0.3	233	 10	21	a
UGC 5840 	 1.65	 0.01	 49.3	 0.3	160	 11	21	r
UGC 5840 	 1.67	 0.01	 49.9	 0.3	235	  5	21	a
UGC 5840 	 1.69	 0.01	 50.5	 0.3	233	 11	21	a
UGC 5840 	 1.69	 0.01	 50.5	 0.3	170	  7	21	r
UGC 5840 	 1.70	 0.01	 50.8	 0.3	229	 11	21	a
UGC 5840 	 1.73	 0.01	 51.7	 0.3	243	  6	21	a
UGC 5840 	 1.73	 0.01	 51.7	 0.3	184	  9	21	r
UGC 5840 	 1.74	 0.01	 52.0	 0.3	250	 11	21	a
UGC 5840 	 1.77	 0.01	 52.9	 0.3	240	  6	21	a
UGC 5840 	 1.77	 0.01	 52.9	 0.3	172	  7	21	r
UGC 5840 	 1.78	 0.00	 53.2	 0.0	246	  7	21	a
UGC 5840 	 1.80	 0.01	 53.8	 0.3	254	  9	21	a
UGC 5840 	 1.81	 0.01	 54.1	 0.3	173	  7	21	r
UGC 5840 	 1.82	 0.00	 54.4	 0.0	246	  5	21	a
UGC 5840 	 1.84	 0.01	 55.0	 0.3	253	 11	21	a
UGC 5840 	 1.85	 0.01	 55.3	 0.3	191	  6	21	r
UGC 5840 	 1.86	 0.01	 55.6	 0.3	270	  9	21	a
UGC 5840 	 1.88	 0.01	 56.2	 0.3	251	  7	21	a
UGC 5840 	 1.88	 0.01	 56.2	 0.3	179	  8	21	r
UGC 5840 	 1.90	 0.00	 56.8	 0.0	259	  6	21	a
UGC 5840 	 1.92	 0.01	 57.4	 0.3	242	  4	21	a
UGC 5840 	 1.92	 0.01	 57.4	 0.3	184	 11	21	r
UGC 5840 	 1.94	 0.00	 58.0	 0.0	258	  6	21	a
UGC 5840 	 1.95	 0.01	 58.3	 0.3	186	  8	21	r
UGC 5840 	 1.96	 0.00	 58.6	 0.0	252	  7	21	a
UGC 5840 	 1.97	 0.00	 58.9	 0.0	250	 10	21	a
UGC 5840 	 1.99	 0.00	 59.5	 0.0	265	  9	21	a
UGC 5840 	 2.00	 0.01	 59.8	 0.3	256	  5	21	a
UGC 5840 	 2.00	 0.01	 59.8	 0.3	193	  9	21	r
UGC 5840 	 2.02	 0.01	 60.4	 0.3	254	  8	21	a
UGC 5840 	 2.03	 0.00	 60.7	 0.0	262	  7	21	a
UGC 5840 	 2.03	 0.01	 60.7	 0.3	188	  8	21	r
UGC 5840 	 2.05	 0.01	 61.3	 0.3	269	  7	21	a
UGC 5840 	 2.06	 0.01	 61.6	 0.3	182	  9	21	r
UGC 5840 	 2.07	 0.01	 61.9	 0.3	252	  6	21	a
UGC 5840 	 2.08	 0.00	 62.2	 0.0	260	  7	21	a
UGC 5840 	 2.10	 0.00	 62.8	 0.0	267	  5	21	a
UGC 5840 	 2.10	 0.01	 62.8	 0.3	197	  9	21	r
UGC 5840 	 2.12	 0.01	 63.4	 0.3	271	  7	21	a
UGC 5840 	 2.12	 0.01	 63.4	 0.3	209	 10	21	r
UGC 5840 	 2.13	 0.00	 63.7	 0.0	274	  6	21	a
UGC 5840 	 2.15	 0.00	 64.3	 0.0	261	  6	21	a
UGC 5840 	 2.15	 0.01	 64.3	 0.3	214	  9	21	r
UGC 5840 	 2.16	 0.01	 64.6	 0.3	288	  8	21	a
UGC 5840 	 2.17	 0.00	 64.9	 0.0	271	  6	21	a
UGC 5840 	 2.19	 0.00	 65.5	 0.0	280	  7	21	a
UGC 5840 	 2.19	 0.01	 65.5	 0.3	223	  7	21	r
UGC 5840 	 2.20	 0.01	 65.8	 0.3	271	 10	21	a
UGC 5840 	 2.22	 0.00	 66.4	 0.0	272	  6	21	a
UGC 5840 	 2.22	 0.01	 66.4	 0.3	226	 12	21	r
UGC 5840 	 2.23	 0.00	 66.7	 0.0	271	 12	21	a
UGC 5840 	 2.25	 0.01	 67.3	 0.3	264	 12	21	a
UGC 5840 	 2.25	 0.01	 67.3	 0.3	225	 10	21	r
UGC 5840 	 2.27	 0.00	 67.9	 0.0	280	 10	21	a
UGC 5840 	 2.28	 0.00	 68.2	 0.0	272	 12	21	a
UGC 5840 	 2.28	 0.01	 68.2	 0.3	247	 11	21	r
UGC 5840 	 2.30	 0.01	 68.8	 0.3	268	 13	21	a
UGC 5840 	 2.30	 0.01	 68.8	 0.3	244	  7	21	r
UGC 5840 	 2.32	 0.01	 69.4	 0.3	291	 13	21	a
UGC 5840 	 2.32	 0.01	 69.4	 0.3	245	  9	21	r
UGC 5840 	 2.34	 0.01	 70.0	 0.3	264	 11	21	a
UGC 5840 	 2.36	 0.00	 70.5	 0.0	255	 10	21	a
UGC 5840 	 2.36	 0.01	 70.5	 0.3	251	  7	21	r
UGC 5840 	 2.37	 0.00	 70.8	 0.0	279	 11	21	a
UGC 5840 	 2.38	 0.01	 71.1	 0.3	248	  7	21	r
UGC 5840 	 2.39	 0.01	 71.4	 0.3	260	 10	21	a
UGC 5840 	 2.40	 0.01	 71.7	 0.3	245	 11	21	r
UGC 5840 	 2.42	 0.01	 72.3	 0.3	268	 11	21	a
UGC 5840 	 2.42	 0.01	 72.3	 0.3	267	  7	21	r
UGC 5840 	 2.43	 0.01	 72.6	 0.3	255	 16	21	a
UGC 5840 	 2.44	 0.00	 72.9	 0.0	269	  8	21	r
UGC 5840 	 2.45	 0.01	 73.2	 0.3	264	 12	21	a
UGC 5840 	 2.46	 0.01	 73.5	 0.3	263	  7	21	r
UGC 5840 	 2.48	 0.01	 74.1	 0.3	246	 11	21	a
UGC 5840 	 2.48	 0.01	 74.1	 0.3	266	 10	21	r
UGC 5840 	 2.50	 0.01	 74.7	 0.3	247	 10	21	a
UGC 5840 	 2.50	 0.01	 74.7	 0.3	267	  9	21	r
UGC 5840 	 2.52	 0.01	 75.3	 0.3	248	 11	21	a
UGC 5840 	 2.52	 0.01	 75.3	 0.3	284	 12	21	r
UGC 5840 	 2.54	 0.00	 75.9	 0.0	299	 10	21	r
UGC 5840 	 2.55	 0.01	 76.2	 0.3	237	 12	21	a
UGC 5840 	 2.56	 0.01	 76.5	 0.3	269	  9	21	r
UGC 5840 	 2.57	 0.01	 76.8	 0.3	263	  5	21	a
UGC 5840 	 2.59	 0.00	 77.4	 0.0	256	  9	21	a
UGC 5840 	 2.59	 0.01	 77.4	 0.3	290	 11	21	r
UGC 5840 	 2.61	 0.01	 78.0	 0.3	286	  9	21	r
UGC 5840 	 2.62	 0.01	 78.3	 0.3	274	 10	21	a
